authorID,new_country_code,new_afftype,gender_prediction,race_prediction,race
10.1111/jcom.12033+2.0,AU,Education,M,0.0,White
10.1111/jcom.12052+1.0,US,Education,F,0.0,White
10.1111/jcom.12062+1.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2012.01437.x+6.0,US,Non Education,F,0.0,White
10.1111/cccr.12029+1.0,US,Education,F,0.0,White
10.1111/cccr.12018+1.0,GB,Education,M,0.0,White
10.1111/comt.12008+1.0,US,Education,F,0.0,White
10.1111/jcc4.12018+1.0,US,Education,F,3.0,Hispanic
10.1111/jcom.12051+1.0,US,Education,M,0.0,White
10.1111/jcc4.12003+6.0,US,Education,F,0.0,White
10.1111/cccr.12003+1.0,US,Education,M,0.0,White
10.1111/jcom.12018+1.0,GB,Education,M,0.0,White
10.1111/j.1468-2958.2012.01438.x+5.0,US,Education,F,0.0,White
10.1111/jcom.12062+3.0,US,Education,M,0.0,White
10.1111/jcc4.12003+10.0,US,Education,M,0.0,White
10.1111/comt.12000+1.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2012.01437.x+2.0,US,Education,M,0.0,White
10.1111/jcc4.12003+4.0,US,Education,M,0.0,White
10.1111/jcc4.12018+2.0,US,Education,F,2.0,Asian
10.1111/comt.12016+1.0,AU,Education,F,0.0,White
10.1111/jcom.12065+2.0,US,Education,M,0.0,White
10.1111/jcom.12000+5.0,US,Education,F,0.0,White
10.1111/jcc4.12015+1.0,IL,Education,M,0.0,White
10.1111/hcre.12006+3.0,US,Education,F,0.0,White
10.1111/jcom.12023+2.0,NL,Education,M,0.0,White
10.1111/jcom.12007+2.0,US,Education,F,0.0,White
10.1111/jcc4.12031+3.0,US,Education,M,0.0,White
10.1111/jcc4.12012+3.0,NO,Education,F,0.0,White
10.1111/jcc4.12010+2.0,GB,Education,F,0.0,White
10.1111/jcc4.12002+1.0,US,Education,F,2.0,Asian
10.1111/hcre.12006+1.0,US,Education,F,0.0,White
10.1111/jcom.12001+2.0,US,Education,F,0.0,White
10.1111/jcom.12039+2.0,US,Education,M,0.0,White
10.1111/comt.12014+1.0,DK,Education,M,0.0,White
10.1111/jcom.12009+3.0,US,Education,F,0.0,White
10.1111/jcom.12007+3.0,US,Education,F,2.0,Asian
10.1111/jcom.12041+2.0,KR,Education,F,2.0,Asian
10.1111/jcom.12052+6.0,US,Education,M,0.0,White
10.1111/jcom.12009+1.0,SG,Education,M,2.0,Asian
10.1111/jcom.12020+3.0,US,Education,F,0.0,White
10.1111/jcom.12007+4.0,US,Education,F,3.0,Hispanic
10.1111/j.1460-2466.2011.01624.x+2.0,NL,Education,M,0.0,White
10.1111/j.1460-2466.2012.01658.x+5.0,US,Education,F,0.0,White
10.1111/j.1753-9137.2012.01148.x+1.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2011.01565.x+2.0,US,Education,M,2.0,Asian
10.1111/j.1468-2958.2011.01420.x+2.0,US,Education,M,2.0,Asian
10.1111/j.1083-6101.2011.01565.x+1.0,US,Education,M,2.0,Asian
10.1111/j.1083-6101.2012.01586.x+3.0,TW,Education,M,2.0,Asian
10.1111/j.1460-2466.2012.01637.x+1.0,EG,Education,F,4.0,Middle Eastern
10.1111/j.1468-2958.2012.01428.x+2.0,US,Education,F,0.0,White
10.1111/j.1468-2885.2011.01396.x+1.0,NZ,Education,M,2.0,Asian
10.1111/j.1468-2885.2012.01408.x+1.0,PH,Education,M,3.0,Hispanic
10.1111/j.1460-2466.2012.01677.x+3.0,NL,Education,M,0.0,White
10.1111/j.1460-2466.2012.01681.x+1.0,KR,Education,F,2.0,Asian
10.1111/j.1753-9137.2012.01133.x+1.0,AU,Education,M,0.0,White
10.1111/j.1460-2466.2012.01646.x+3.0,US,Education,M,2.0,Asian
10.1111/j.1753-9137.2012.01135.x+2.0,NL,Education,F,0.0,White
10.1111/j.1468-2885.2012.01409.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01668.x+3.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01644.x+5.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2011.01421.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01666.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01678.x+2.0,US,Education,F,5.0,Indigenous
10.1111/j.1460-2466.2012.01678.x+3.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01656.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01665.x+1.0,US,Education,F,2.0,Asian
10.1111/j.1460-2466.2012.01649.x+3.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01649.x+1.0,DE,Education,M,0.0,White
10.1111/j.1083-6101.2011.01566.x+1.0,PH,Education,F,0.0,White
10.1111/j.1468-2958.2011.01425.x+3.0,NL,Education,F,0.0,White
10.1111/j.1753-9137.2012.01126.x+2.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2012.01581.x+1.0,PH,Education,M,3.0,Hispanic
10.1111/j.1468-2958.2012.01428.x+3.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01675.x+2.0,US,Education,F,0.0,White
10.1111/j.1753-9137.2012.01147.x+1.0,US,Education,F,0.0,White
10.1111/j.1468-2885.2011.01397.x+1.0,IL,Education,F,4.0,Middle Eastern
10.1111/j.1083-6101.2012.01587.x+2.0,US,Education,M,2.0,Asian
10.1111/j.1460-2466.2012.01633.x+1.0,US,Education,F,0.0,White
10.1111/j.1753-9137.2012.01144.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01643.x+1.0,JP,Education,M,2.0,Asian
10.1111/j.1460-2466.2012.01652.x+2.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2011.01567.x+1.0,KR,Education,M,2.0,Asian
10.1111/j.1460-2466.2012.01671.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01658.x+8.0,US,Education,M,0.0,White
10.1111/j.1753-9137.2012.01123.x+2.0,DE,Education,F,0.0,White
10.1111/j.1460-2466.2011.01620.x+1.0,US,Education,M,0.0,White
10.1111/j.1753-9137.2012.01136.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01680.x+3.0,US,Education,F,2.0,Asian
10.1111/j.1460-2466.2012.01631.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2885.2012.01407.x+1.0,DK,Education,F,0.0,White
10.1111/j.1460-2466.2012.01682.x+1.0,US,Education,M,0.0,White
10.1111/j.1753-9137.2012.01142.x+1.0,US,Education,M,2.0,Asian
10.1111/j.1753-9137.2012.01134.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01634.x+1.0,AU,Education,M,0.0,White
10.1111/j.1468-2958.2012.01431.x+3.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01658.x+7.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01625.x+2.0,DK,Education,M,0.0,White
10.1111/j.1468-2958.2011.01424.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01676.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01655.x+3.0,US,Education,M,2.0,Asian
10.1111/j.1468-2885.2012.01401.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01671.x+4.0,US,Education,M,2.0,Asian
10.1111/j.1460-2466.2012.01642.x+2.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2011.01571.x+2.0,KR,Education,M,2.0,Asian
10.1111/j.1460-2466.2011.01597.x+2.0,NL,Education,M,0.0,White
10.1111/j.1468-2885.2011.01399.x+1.0,US,Education,F,2.0,Asian
10.1111/j.1468-2958.2012.01428.x+4.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01640.x+1.0,ES,Education,M,3.0,Hispanic
10.1111/j.1460-2466.2012.01648.x+1.0,IL,Education,F,0.0,White
10.1111/j.1460-2466.2012.01646.x+4.0,US,Education,M,0.0,White
10.1111/j.1753-9137.2012.01132.x+1.0,JP,Education,M,2.0,Asian
10.1111/j.1083-6101.2011.01567.x+2.0,KR,Education,M,2.0,Asian
10.1111/j.1468-2958.2012.01433.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01664.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01680.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01621.x+1.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2012.01584.x+2.0,GB,Education,M,0.0,White
10.1111/j.1460-2466.2011.01597.x+3.0,NL,Education,M,0.0,White
10.1111/j.1460-2466.2012.01640.x+2.0,ES,Education,F,0.0,White
10.1111/j.1460-2466.2012.01644.x+3.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2011.01565.x+3.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2012.01594.x+2.0,NL,Education,M,0.0,White
10.1111/j.1460-2466.2012.01658.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01656.x+3.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2012.01427.x+3.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2012.01572.x+1.0,BE,Education,M,0.0,White
10.1111/j.1460-2466.2012.01665.x+3.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01646.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2011.01425.x+1.0,NL,Education,F,0.0,White
10.1111/j.1753-9137.2012.01137.x+1.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2012.01594.x+1.0,NL,Education,M,0.0,White
10.1111/j.1460-2466.2011.01617.x+3.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2012.01434.x+1.0,CH,Education,M,0.0,White
10.1111/j.1753-9137.2012.01141.x+3.0,US,Education,M,2.0,Asian
10.1111/j.1468-2958.2011.01416.x+2.0,JP,Education,M,2.0,Asian
10.1111/j.1468-2885.2012.01402.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01668.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01637.x+2.0,EG,Education,M,0.0,White
10.1111/j.1460-2466.2012.01644.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2011.01425.x+2.0,NL,Education,F,0.0,White
10.1111/j.1460-2466.2011.01616.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01678.x+1.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2011.01566.x+2.0,PH,Education,M,0.0,White
10.1111/j.1460-2466.2012.01629.x+1.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2012.01586.x+1.0,TW,Education,F,2.0,Asian
10.1111/j.1083-6101.2012.01584.x+3.0,GB,Education,M,0.0,White
10.1111/j.1460-2466.2012.01649.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01618.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01628.x+1.0,US,Education,F,2.0,Asian
10.1111/j.1460-2466.2012.01656.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01620.x+3.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2012.01597.x+1.0,KR,Education,F,2.0,Asian
10.1111/j.1460-2466.2012.01668.x+4.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01646.x+2.0,US,Education,F,2.0,Asian
10.1111/j.1083-6101.2012.01598.x+1.0,NL,Education,F,0.0,White
10.1111/j.1083-6101.2012.01575.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2885.2012.01402.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01658.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2012.01651.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2012.01641.x+2.0,US,Education,M,0.0,White
10.1111/j.1753-9137.2011.01118.x+1.0,NO,Education,M,0.0,White
10.1111/j.1753-9137.2011.01117.x+2.0,GB,Education,F,0.0,White
10.1111/j.1468-2958.2012.01431.x+1.0,US,Education,M,2.0,Asian
10.1111/j.1460-2466.2012.01680.x+2.0,US,Education,F,2.0,Asian
10.1111/j.1083-6101.2011.01568.x+1.0,GB,Education,M,0.0,White
10.1111/j.1468-2958.2011.01423.x+1.0,GB,Education,F,3.0,Hispanic
10.1111/j.1460-2466.2012.01659.x+1.0,JP,Education,M,2.0,Asian
10.1111/j.1468-2958.2012.01427.x+1.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2011.01421.x+1.0,US,Education,M,2.0,Asian
10.1111/j.1753-9137.2012.01147.x+2.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2012.01593.x+1.0,SG,Education,M,2.0,Asian
10.1111/j.1460-2466.2012.01675.x+3.0,US,Education,F,0.0,White
10.1111/j.1468-2885.2012.01413.x+2.0,NL,Education,F,0.0,White
10.1111/j.1460-2466.2012.01658.x+6.0,US,Education,F,1.0,Black
10.1111/j.1460-2466.2012.01642.x+1.0,US,Education,F,0.0,White
10.1111/j.1468-2885.2012.01408.x+2.0,PH,Education,M,0.0,White
10.1111/j.1083-6101.2011.01550.x+1.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2011.01407.x+5.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2010.01525.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2011.01407.x+3.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2011.01543.x+3.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01584.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01598.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2885.2011.01394.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01395.x+3.0,US,Education,F,0.0,White
10.1111/j.1468-2885.2011.01384.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01588.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01563.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2010.01531.x+4.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01566.x+1.0,US,Education,F,2.0,Asian
10.1111/j.1468-2958.2011.01407.x+7.0,JP,Education,M,2.0,Asian
10.1111/j.1460-2466.2011.01564.x+2.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2011.01559.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01554.x+4.0,US,Education,F,0.0,White
10.1111/j.1753-9137.2011.01105.x+1.0,US,Education,F,3.0,Hispanic
10.1111/j.1460-2466.2011.01587.x+2.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01402.x+5.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01393.x+2.0,US,Education,F,0.0,White
10.1111/j.1753-9137.2011.01107.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01563.x+4.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01550.x+3.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2011.01548.x+1.0,US,Education,F,0.0,White
10.1111/j.1468-2885.2011.01391.x+1.0,US,Education,F,0.0,White
10.1111/j.1753-9137.2010.01094.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01395.x+1.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01402.x+6.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01554.x+3.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2011.01405.x+4.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01551.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2010.01527.x+1.0,US,Education,F,2.0,Asian
10.1111/j.1460-2466.2011.01588.x+2.0,US,Education,M,0.0,White
10.1111/j.1753-9137.2011.01103.x+1.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01402.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01551.x+2.0,US,Education,F,2.0,Asian
10.1111/j.1460-2466.2011.01580.x+2.0,NL,Education,M,0.0,White
10.1111/j.1083-6101.2011.01561.x+2.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2011.01551.x+1.0,NL,Education,F,0.0,White
10.1111/j.1753-9137.2011.01101.x+1.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2010.01533.x+2.0,US,Education,F,0.0,White
10.1111/j.1753-9137.2011.01112.x+1.0,GB,Education,F,0.0,White
10.1111/j.1468-2958.2010.01402.x+2.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2011.01560.x+2.0,US,Education,F,0.0,White
10.1111/j.1468-2885.2011.01386.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2011.01404.x+4.0,PH,Education,M,2.0,Asian
10.1111/j.1460-2466.2011.01554.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01537.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01600.x+1.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2011.01548.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01565.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01543.x+1.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2011.01551.x+3.0,NL,Education,M,0.0,White
10.1111/j.1460-2466.2011.01551.x+3.0,US,Education,F,2.0,Asian
10.1111/j.1753-9137.2010.01095.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2011.01407.x+4.0,US,Education,M,0.0,White
10.1111/j.1468-2885.2010.01374.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01537.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01584.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2010.01531.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01544.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2011.01407.x+1.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2011.01541.x+2.0,US,Education,F,1.0,Black
10.1111/j.1468-2958.2011.01409.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01394.x+2.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01393.x+1.0,US,Education,F,2.0,Asian
10.1111/j.1083-6101.2011.01551.x+4.0,NL,Education,M,0.0,White
10.1111/j.1460-2466.2010.01531.x+3.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2011.01411.x+1.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2011.01551.x+2.0,NL,Education,M,0.0,White
10.1111/j.1468-2958.2011.01405.x+6.0,US,Education,F,2.0,Asian
10.1111/j.1460-2466.2011.01538.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01538.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01392.x+4.0,JP,Education,M,0.0,White
10.1111/j.1468-2885.2011.01383.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01541.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01600.x+3.0,NL,Education,F,0.0,White
10.1111/j.1083-6101.2010.01530.x+1.0,US,Education,F,2.0,Asian
10.1111/j.1460-2466.2011.01583.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01579.x+1.0,US,Education,F,2.0,Asian
10.1111/j.1753-9137.2011.01103.x+2.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2011.01405.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01555.x+1.0,GE,Education,F,2.0,Asian
10.1111/j.1083-6101.2011.01557.x+2.0,US,Education,M,1.0,Black
10.1111/j.1460-2466.2010.01529.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2011.01407.x+6.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2011.01405.x+7.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01593.x+3.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2011.01559.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2010.01528.x+2.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2011.01543.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01598.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2011.01542.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01563.x+1.0,US,Education,M,2.0,Asian
10.1111/j.1468-2958.2011.01409.x+3.0,US,Education,M,0.0,White
10.1111/j.1468-2885.2011.01385.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2885.2011.01392.x+1.0,US,Education,F,2.0,Asian
10.1111/j.1753-9137.2010.01089.x+1.0,IL,Education,M,0.0,White
10.1111/j.1460-2466.2011.01541.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2011.01578.x+1.0,CN,Education,F,0.0,White
10.1111/j.1460-2466.2011.01567.x+1.0,US,Education,M,2.0,Asian
10.1111/j.1083-6101.2011.01540.x+1.0,KR,Education,M,2.0,Asian
10.1111/j.1468-2885.2010.01375.x+1.0,PH,Education,M,0.0,White
10.1111/j.1468-2958.2010.01390.x+1.0,PH,Education,M,0.0,White
10.1111/j.1753-9137.2010.01074.x+1.0,IL,Education,F,0.0,White
10.1111/j.1460-2466.2010.01494.x+1.0,SG,Education,F,2.0,Asian
10.1111/j.1468-2958.2009.01369.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2010.01508.x+2.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2009.01514.x+4.0,KE,Non Education,F,0.0,White
10.1111/j.1753-9137.2010.01076.x+2.0,IL,Education,M,0.0,White
10.1111/j.1468-2958.2010.01380.x+2.0,US,Education,F,2.0,Asian
10.1111/j.1468-2958.2010.01391.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2010.01523.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2009.01440.x+1.0,US,Education,M,2.0,Asian
10.1111/j.1083-6101.2010.01501.x+5.0,US,Non Education,F,0.0,White
10.1111/j.1753-9137.2009.01059.x+2.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01376.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2885.2010.01368.x+1.0,IL,Education,M,0.0,White
10.1111/j.1083-6101.2010.01501.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01384.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2885.2010.01362.x+2.0,US,Education,F,0.0,White
10.1111/j.1753-9137.2010.01063.x+1.0,CH,Education,M,0.0,White
10.1111/j.1468-2958.2010.01370.x+2.0,US,Education,M,2.0,Asian
10.1111/j.1468-2958.2010.01375.x+1.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01385.x+1.0,US,Education,M,2.0,Asian
10.1111/j.1460-2466.2010.01513.x+4.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01372.x+1.0,IL,Education,F,0.0,White
10.1111/j.1460-2466.2010.01512.x+2.0,GB,Education,M,0.0,White
10.1111/j.1460-2466.2010.01487.x+4.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01386.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01375.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01384.x+4.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2010.01512.x+3.0,US,Non Education,F,1.0,Black
10.1111/j.1468-2885.2010.01362.x+1.0,IL,Education,M,0.0,White
10.1111/j.1753-9137.2010.01076.x+3.0,IL,Education,M,0.0,White
10.1111/j.1468-2885.2009.01354.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2009.01473.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2010.01489.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2009.01472.x+1.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2009.01505.x+3.0,US,Education,M,0.0,White
10.1111/j.1753-9137.2010.01085.x+1.0,US,Education,F,0.0,White
10.1111/j.1753-9137.2010.01068.x+1.0,NZ,Education,M,2.0,Asian
10.1111/j.1083-6101.2010.01502.x+4.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01378.x+2.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2010.01480.x+1.0,CN,Education,F,2.0,Asian
10.1111/j.1468-2958.2009.01368.x+2.0,DE,Education,F,0.0,White
10.1111/j.1753-9137.2009.01060.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2009.01474.x+2.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01383.x+3.0,US,Education,M,0.0,White
10.1111/j.1753-9137.2010.01076.x+1.0,IL,Education,M,0.0,White
10.1111/j.1460-2466.2010.01493.x+2.0,US,Education,M,4.0,Middle Eastern
10.1111/j.1083-6101.2009.01510.x+1.0,DK,Education,F,0.0,White
10.1111/j.1460-2466.2009.01474.x+1.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2009.01514.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01378.x+5.0,US,Education,M,0.0,White
10.1111/j.1753-9137.2009.01055.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2010.01487.x+2.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2010.01531.x+3.0,US,Education,M,2.0,Asian
10.1111/j.1083-6101.2009.01505.x+1.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2010.01521.x+1.0,US,Education,M,2.0,Asian
10.1111/j.1468-2958.2010.01378.x+3.0,US,Education,F,2.0,Asian
10.1111/j.1083-6101.2009.01503.x+1.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01381.x+1.0,GE,Education,M,2.0,Asian
10.1111/j.1460-2466.2010.01498.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2009.01455.x+2.0,SG,Education,F,2.0,Asian
10.1111/j.1753-9137.2010.01078.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2885.2010.01369.x+1.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2010.01502.x+1.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2010.01507.x+5.0,CA,Education,M,2.0,Asian
10.1111/j.1468-2885.2010.01357.x+1.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2009.01511.x+3.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2010.01506.x+3.0,CA,Education,F,0.0,White
10.1111/j.1083-6101.2010.01507.x+2.0,CA,Education,F,0.0,White
10.1111/j.1468-2885.2010.01370.x+2.0,NL,Education,F,0.0,White
10.1111/j.1460-2466.2010.01513.x+3.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2010.01534.x+3.0,US,Education,F,2.0,Asian
10.1111/j.1753-9137.2010.01081.x+1.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2009.01470.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2010.01510.x+1.0,US,Education,M,0.0,White
10.1111/j.1460-2466.2010.01482.x+1.0,SE,Education,M,0.0,White
10.1111/j.1468-2885.2010.01370.x+3.0,NL,Education,F,0.0,White
10.1111/j.1083-6101.2010.01523.x+2.0,CY,Education,M,0.0,White
10.1111/j.1083-6101.2010.01512.x+1.0,US,Non Education,F,0.0,White
10.1111/j.1083-6101.2010.01501.x+2.0,US,Education,F,0.0,White
10.1111/j.1468-2958.2010.01374.x+2.0,US,Education,F,0.0,White
10.1111/j.1460-2466.2010.01510.x+2.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01379.x+1.0,US,Education,M,0.0,White
10.1111/j.1468-2958.2010.01382.x+1.0,US,Education,M,0.0,White
10.1111/j.1083-6101.2009.01504.x+3.0,US,Education,F,0.0,White
10.1111/j.1083-6101.2010.01506.x+2.0,CA,Education,M,0.0,White
