journal,issueURL,volumn,issue,issueText,month,year,category,title,url,doi,pages,abstract,abstract_para_num,type,cross_country,cross_type,cross_gender,cross_race,num_race,num_country,cross_gender_and_race,cross_gender_and_country,cross_country_and_race,cross_gender_race_and_country,numberOfAuthors,first_author_gender,first_author_race,first_author_country,first_author_afftype,with_us_authors,cross_race_details
Human Communication Research,https://academic.oup.com/hcr/issue/43/4?browseBy=volume,Volume 43,Issue 4,"Issue 4, 1 October 2017, Pages 415–573",October,2017,Original Article,Revising the Communication Mediation Model for a New Political Communication Ecology,https://academic.oup.com/hcr/article/43/4/491/4670708,10.1111/hcre.12115,491–504,"A long tradition of research focuses on conversation as a key catalyst for community integration and a focal mediator of media influence on participation. Changes in media systems, political environments, and electoral campaigning demand that these influences, and the communication mediation model, be revised to account for the growing convergence of media and conversation, heightened partisan polarization, and deepening social contentiousness in media politics. We propose a revised communication mediation model that continues to emphasize the centrality of face-to-face and online talk in democratic life, while considering how mediational and self-reflective processes that encourage civic engagement and campaign participation might also erode institutional legitimacy, foster distrust and partisan divergence, disrupting democratic functioning as a consequence of a new communication ecology.",1.0,R,False,False,False,True,3,1,False,False,False,False,6.0,M,Asian,US,Education,True,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/43/4?browseBy=volume,Volume 43,Issue 4,"Issue 4, 1 October 2017, Pages 415–573",October,2017,Original Article,Online Social Influence and the Convergence of Mass and Interpersonal Communication,https://academic.oup.com/hcr/article/43/4/450/4670703,10.1111/hcre.12116,450–463,"Mass and interpersonal communication are rapidly converging as people integrate an assortment of Internet-based tools into their communication repertoires. This convergence prompts dramatic changes in the conditions that once were presumed to distinguish mass from interpersonal communication, most notably differences in communication directionality and scale, audience size and identification, and a host of cues that signal source credibility. This article proposes a number of features of technological convergence in this context—including shifts in message control, audience scale, and source, receiver, and temporal ambiguity—and describes illustrative implications for social influence processes. These features highlight areas that traditional mass and interpersonal communication perspectives cannot fully describe alone, and suggest new methods and directions for the examination of online social influence.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,M,White,US,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/4?browseBy=volume,Volume 43,Issue 4,"Issue 4, 1 October 2017, Pages 415–573",October,2017,Original Article,Understanding Self-Effects in Social Media,https://academic.oup.com/hcr/article/43/4/477/4670707,10.1111/hcre.12113,477–490,"The aim of this article is to improve understanding of self-effects in social media, and to compare self-effects with reception effects. Self-effects are the effects of messages the cognitions, emotions, attitudes, and behaviors of the message creators/senders themselves. A total of 4 theories have tried to explain self-effects in offline environments: self-persuasion, self-concept change, expressive writing, and political deliberation. The article reviews research into online self-effects that evolved from each of these theories, and argues why self-effects may be stronger online than offline. Based on this review, a model is introduced that helps explain how online self- and reception effects may coalesce and amplify each other. The article ends by presenting some suggestions for future research.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,F,White,NL,Education,False,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/4?browseBy=volume,Volume 43,Issue 4,"Issue 4, 1 October 2017, Pages 415–573",October,2017,Original Article,"Vectors into the Future of Mass and Interpersonal Communication Research: Big Data, Social Media, and Computational Social Science",https://academic.oup.com/hcr/article/43/4/545/4670712,10.1111/hcre.12114,545–558,"Simultaneous developments in big data, social media, and computational social science have set the stage for how we think about and understand interpersonal and mass communication. This article explores some of the ways that these developments generate 4 hypothetical “vectors”—directions—into the next generation of communication research. These vectors include developments in network analysis, modeling interpersonal and social influence, recommendation systems, and the blurring of distinctions between interpersonal and mass audiences through narrowcasting and broadcasting. The methods and research in these arenas are occurring in areas outside the typical boundaries of the communication discipline but engage classic, substantive questions in mass and interpersonal communication.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,M,White,US,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/3?browseBy=volume,Volume 43,Issue 3,"Issue 3, 1 July 2017, Pages 315–413",July,2017,Original Article,Comprehension Models of Audiovisual Discourse Processing,https://academic.oup.com/hcr/article/43/3/344/4670649,10.1111/hcre.12107,344–362,"Comprehension is integral to enjoyment of media narratives, yet our understanding of how viewers create the situation models that underlie comprehension is limited. This study utilizes two models of comprehension that had previously been tested with factual texts/videos to predict viewers' recall of entertainment media. Across five television/film clips, the landscape model explained at least 29% of the variance in recall. A dual coding version that assumed separate verbal and visual representations of the story significantly improved the model fit in four of the clips, accounting for an additional 15–29% of the variance. The dimensions of the event-indexing model (time, space, protagonist, causality, and intentionality) significantly moderated the relationship between the dual coding model and participant recall in all clips.",1.0,R,True,False,True,True,3,2,True,True,True,True,4.0,F,White,US,Education,True,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/43/3?browseBy=volume,Volume 43,Issue 3,"Issue 3, 1 July 2017, Pages 315–413",July,2017,Original Article,Pitch Range Variations Improve Cognitive Processing of Audio Messages,https://academic.oup.com/hcr/article/43/3/397/4670705,10.1111/hcre.12109,397–413,"This study explores the effect of different speaker intonation strategies in audio messages on attention, autonomic arousal, and memory. In this study, participants listened to 16 radio commercials, produced to vary in pitch range across sentences. Dependent variables were self-reported effectiveness and adequacy, psychophysiological arousal and attention, immediate word recall and recognition of information. Results showed that messages conveyed with pitch variations achieved better scores compared to commercials with a homogenous pitch range across the sentences. This was especially the case when high pitch intonation was followed by low pitch within a sentence. The results increase our understanding of the influence of pitch range on processing by establishing a concrete strategy as a best practice for improving attention and memory.",1.0,R,True,False,True,False,1,2,False,True,False,False,3.0,F,White,ES,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/3?browseBy=volume,Volume 43,Issue 3,"Issue 3, 1 July 2017, Pages 315–413",July,2017,Original Article,"Couple Identity Gaps, the Management of Conflict, and Biological and Self-Reported Stress in Romantic Relationships",https://academic.oup.com/hcr/article/43/3/363/4670650,10.1111/hcre.12110,363–396,"This study investigates the role of couple identity gaps in romantic partners' communicative and physiological management of stress during a conflict-inducing discussion task. A total of 118 couples participated in a laboratory study in which they engaged in a conflict-inducing discussion. Perceptions of intra- and extrarelationship couple identity gaps were associated with greater self-reported anxiety and stress for men and greater negativity for women during the conversation. Extrarelationship identity gaps were also significantly associated with heightened cortisol and (salivary alpha-amylase) sAA reactivity and delayed recovery, especially for women. The study extends the research on couple identity by introducing the concept of identity gaps into relational contexts to help explain why couples vary in their ability to manage stress.",1.0,R,False,False,False,False,1,1,False,False,False,False,2.0,F,White,US,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/3?browseBy=volume,Volume 43,Issue 3,"Issue 3, 1 July 2017, Pages 315–413",July,2017,Original Article,Pornography Consumption and Satisfaction: a Meta-Analysis,https://academic.oup.com/hcr/article/43/3/315/4670699,10.1111/hcre.12108,315–343,"A classic question in the communication literature is whether pornography consumption affects consumers' satisfaction. The present paper represents the first attempt to address this question via meta-analysis. Fifty studies collectively including more than 50,000 participants from 10 countries were located across the interpersonal domains of sexual and relational satisfaction and the intrapersonal domains of body and self satisfaction. Pornography consumption was not related to the intrapersonal satisfaction outcomes that were studied. However, pornography consumption was associated with lower interpersonal satisfaction outcomes in cross-sectional surveys, longitudinal surveys, and experiments. Associations between pornography consumption and reduced interpersonal satisfaction outcomes were not moderated by their year of release or their publication status. But analyses by sex indicted significant results for men only.",1.0,R,False,False,True,True,2,1,True,False,False,False,4.0,M,White,US,Education,True,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/43/2?browseBy=volume,Volume 43,Issue 2,"Issue 2, 1 April 2017, Pages 173–314",April,2017,Original Article,"Beauty is Good: The Appearance Culture, the Internalization of Appearance Ideals, and Dysfunctional Appearance Beliefs Among Tweens",https://academic.oup.com/hcr/article/43/2/173/4064822,10.1111/hcre.12100,173–192,"Dysfunctional appearance beliefs have been identified as important risk factors in the development of body dissatisfaction and disordered eating behaviors among early adolescents. The current two-wave study among 10–14-year-olds (N = 1,597, Mage = 11.25, SD = 1.05) aimed to delineate factors that contribute to the endorsement of such beliefs. Results showed that tweens discussed appearance-related topics with their friends more often when they frequently watched tween television programs (all time 1). Both media exposure and peer conversations (time 1) were related to attributing benefits to attractiveness (time 1), which, in turn, predicted the internalization of appearance ideals (time 1). The internalization of appearance ideals positively predicted the endorsement of dysfunctional appearance beliefs 6 months later.",1.0,R,False,False,True,False,1,1,False,False,False,False,2.0,F,White,BE,Education,False,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/2?browseBy=volume,Volume 43,Issue 2,"Issue 2, 1 April 2017, Pages 173–314",April,2017,Original Article,"Can the Media Help Women Be Better at Math? Stereotype Threat, Selective Exposure, Media Effects, and Women's Math Performance",https://academic.oup.com/hcr/article/43/2/193/4064823,10.1111/hcre.12101,193–213,"This study examines women's media selections when under the gender–math stereotype threat and the subsequent media effects on their math performance through the lens of the Selective Exposure Self- and Affect-Management (SESAM) model, mood management theory, and social comparison theory. Female college students were randomly assigned to the stereotype threat condition or the control condition; then, they selectively browsed magazine pages showing female role models in stereotypical domains (beauty or family) and counterstereotypical domains (career or science) before taking the math test. The results show that women spent more time on career magazines when under threat, and this selective exposure's effect on their math performance was moderated by their assimilation to the role models.",1.0,R,False,False,False,True,2,1,False,False,False,False,2.0,F,Asian,US,Education,True,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/43/2?browseBy=volume,Volume 43,Issue 2,"Issue 2, 1 April 2017, Pages 173–314",April,2017,Original Article,Parental Communication of Responsiveness and Control as Predictors of Adolescents' Emotional and Behavioral Resilience in Families with Alcoholic versus Nonalcoholic Parents,https://academic.oup.com/hcr/article/43/2/214/4064824,10.1111/hcre.12102,214–236,"Interactions between parents and children establish norms for managing emotions and behavior, which are markers of resilience. This study examines how features of interpersonal communication between parents and children facilitate the resilience of children of alcoholic parents versus nonalcoholic parents. Parent–adolescent dyads (30 families of alcoholics, 30 families of nonalcoholics) were invited to participate in two videotaped interactions, which were then rated for parental responsiveness and control and adolescent emotion regulation and behavioral impulsivity. Parental responsiveness was positively associated with emotion regulation, and parental control was negatively associated with emotion regulation and positively associated with impulsivity. Moderation analyses point to several notable differences in the effects for alcoholic versus nonalcoholic families.",1.0,R,False,False,False,False,1,1,False,False,False,False,2.0,F,White,US,Non Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/2?browseBy=volume,Volume 43,Issue 2,"Issue 2, 1 April 2017, Pages 173–314",April,2017,Original Article,"Connections between Family Communication Patterns, Person-Centered Message Evaluations, and Emotion Regulation Strategies",https://academic.oup.com/hcr/article/43/2/237/4064825,10.1111/hcre.12103,237–255,"In this study, we theorize that family communication patterns (FCPs) and 2 emotion regulation strategies (reappraisal and suppression) explain variations in person-centered (PC) supportive message evaluations. Specifically, we forward an emotion regulation model that predicts reappraisal and suppression will mediate the relation between FCPs and PC message evaluations. Results (N = 361) suggest that conversation orientation positively predicted reappraisal and negatively predicted suppression; conformity orientation positively predicted suppression only. Reappraisal positively and suppression negatively predicted the extent to which people discriminated among PC message evaluations. Reappraisal also mediated the relation between conversation orientation and PC message evaluations. These results have implications for how capable people are to evaluate and ultimately profit from beneficial support when coping with negative emotions.",1.0,R,False,False,True,False,1,1,False,False,False,False,3.0,F,White,US,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/2?browseBy=volume,Volume 43,Issue 2,"Issue 2, 1 April 2017, Pages 173–314",April,2017,Original Article,The Influence of Unrestricted Information Exchange on Willingness to Share Information with Outsiders,https://academic.oup.com/hcr/article/43/2/256/4064826,10.1111/hcre.12104,256–275,"This study addressed how engaging in different forms of information exchange within a group is related to group members' willingness to share risk information with outsiders. Drawing from social exchange theories, we focused on 3 unrestricted forms of information exchange: pure-generalized, group-generalized, and productive. We hypothesized that individuals' intentions to share information with outsiders would be associated positively with engagement in pure or group-generalized exchanges and negatively with productive exchange. The hypotheses were supported with data from a national survey of U.S. growers (N = 452) that examined their information-sharing behaviors with other parties inside and outside their local region. The findings have broad implications for understanding information sharing within and across groups.",1.0,R,False,False,True,True,2,1,True,False,False,False,3.0,M,White,US,Education,True,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/43/2?browseBy=volume,Volume 43,Issue 2,"Issue 2, 1 April 2017, Pages 173–314",April,2017,Original Article,The Effects of Accumulated Underaccommodation on Perceptions of Underaccommodative Communication and Speakers,https://academic.oup.com/hcr/article/43/2/276/4064827,10.1111/hcre.12105,276–294,"This study examined the effects of repeated instances of underaccommodation (i.e., insufficiently adjusted communication) on people's perceptions and evaluations of communication and speakers. Participants (N = 179) completed a series of three map-based tasks that required them to follow directions that contained insufficient information. Consistent with hypotheses, as underaccommodation accumulated across tasks, participants inferred less positive motives for the speaker's communication, and inferences about motive for each task contributed directly and indirectly to overall evaluations of both the speaker and their communication. These results indicate that accumulated underaccommodation is consequential, and underscore the theoretical importance of motive attributions to predicting reactions to underaccommodation.",1.0,R,False,False,True,False,1,1,False,False,False,False,2.0,F,White,US,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/2?browseBy=volume,Volume 43,Issue 2,"Issue 2, 1 April 2017, Pages 173–314",April,2017,Original Article,The Battle of the Screens: Unraveling Attention Allocation and Memory Effects When Multiscreening,https://academic.oup.com/hcr/article/43/2/295/4064829,10.1111/hcre.12106,295–314,"Multiscreening, the simultaneous usage of multiple screens, is a relatively understudied phenomenon that may have a large impact on media effects. First, we explored people's viewing behavior while multiscreening by means of an eye-tracker. Second, we examined people's reporting of attention, by comparing eye-tracker and self-reported attention measures. Third, we assessed the effects of multiscreening on people's memory, by comparing people's memory for editorial and advertising content when multiscreening (television–tablet) versus single screening. The results of the experiment (N = 177) show that (a) people switched between screens 2.5 times per minute, (b) people were capable of reporting their own attention, and (c) multiscreeners remembered content just as well as single screeners, when they devoted sufficient attention to the content.",1.0,R,False,False,False,False,1,1,False,False,False,False,4.0,F,White,NL,Education,False,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/1?browseBy=volume,Volume 43,Issue 1,"Issue 1, 1 January 2017, Pages 1–171",January,2017,Original Article,Overconfidence at the Keyboard: Confidence and Accuracy in Interpreting Affect in E-Mail Exchanges,https://academic.oup.com/hcr/article/43/1/1/4067694,10.1111/hcre.12093,1–24,"Gesture, voice, expression, and context add richness to communications that increase chances of accurate interpretation. E-mails lack much of this richness, leading readers to impose their own richness. Three experiments tested the effect of communicator relationship and availability of context on e-mail writer and reader confidence levels and accuracy. Effects of nonverbal and verbal behavior were also investigated. Results showed that confidence levels for both writers and readers were high, yet somewhat unwarranted based on accuracy rates. Further, writers had more confidence that friends would correctly interpret e-mails than strangers, although friends showed no more accuracy. Findings suggest that reliance upon friendship and context, as well as verbal and nonverbal cues, to interpret emotion in e-mail is ineffective, sometimes detrimental.",1.0,R,False,False,False,False,1,1,False,False,False,False,2.0,F,White,US,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/1?browseBy=volume,Volume 43,Issue 1,"Issue 1, 1 January 2017, Pages 1–171",January,2017,Original Article,Talking Health with a Machine: How Does Message Interactivity Affect Attitudes and Cognitions?,https://academic.oup.com/hcr/article/43/1/25/4064769,10.1111/hcre.12094,25–53,"By affording interactive communication and natural, human-like conversations, can media tools affect the way we engage with content in human–machine interactions and influence our attitudes toward that content? A between-subjects experiment (N = 172) examined the effects of two communication variables: (a) message-interactivity and (b) conversational tone, in an online health information (Q&A) tool. Findings suggest that informal conversational tone lowers perceptions of relative susceptibility to health risks. Perceived contingency positively mediates the influence of message interactivity on individuals' health attitudes and behavioral intentions whereas perceived interactivity negatively mediates the relationships between these variables. These contrasting mediation effects are further explored via a phantom model analysis that tests two theoretically distinct paths, with implications for both theory and practice.",1.0,R,False,False,True,False,1,1,False,False,False,False,2.0,F,Asian,US,Education,True,Asian only
Human Communication Research,https://academic.oup.com/hcr/issue/43/1?browseBy=volume,Volume 43,Issue 1,"Issue 1, 1 January 2017, Pages 1–171",January,2017,Original Article,When Misery Avoids Company: Selective Social Comparisons to Photographic Online Profiles,https://academic.oup.com/hcr/article/43/1/54/4064770,10.1111/hcre.12095,54–75,"Social networking site usage may affect subjective well-being. Two experiments examined how selective exposure to profiles of other users facilitated mood management via self-enhancing social comparisons. In Study 1, when given detailed impression management cues, such as photographs and status updates, users in a negative mood sought upward rather than downward social comparisons. Study 2 found that relatively low levels of group identification with the social networking site community led to upward social comparisons by users in a negative mood. High group identifiers spent more time viewing upward comparisons, regardless of mood. Regarding exposure effects, upward social comparisons to profiles improved subsequent mood when the comparison involved career success. High group identifiers experienced greater positive mood following upward social comparisons.",1.0,R,True,False,True,False,1,2,False,True,False,False,2.0,M,White,NL,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/1?browseBy=volume,Volume 43,Issue 1,"Issue 1, 1 January 2017, Pages 1–171",January,2017,Original Article,"Testing the Ideology of Openness: The Comparative Effects of Talking, Writing, and Avoiding a Stressor on Rumination and Health",https://academic.oup.com/hcr/article/43/1/76/4064771,10.1111/hcre.12096,76–101,"A persistent assumption across the psychological literature is that talking and writing about one's stress is inherently more beneficial than avoiding it. This study compared the effects of these stress management strategies on personal and relational health. Two hundred and fifty-one dating individuals focused on a stressor that was a current source of rumination. Writing about one's stressor for 5 consecutive days (without talking about it) decreased anxiety the most. Talking continuously about one's stressor to a dating partner harmed the relationship more than writing about or avoiding it. The effect of talking repeatedly about one's stressor on relationship quality and brooding, however, depended upon the emotional support received from one's dating partner and the ability to reappraise (positively or neutrally) the stressor.",1.0,R,False,True,False,True,3,1,False,False,False,False,5.0,F,White,US,Education,True,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/43/1?browseBy=volume,Volume 43,Issue 1,"Issue 1, 1 January 2017, Pages 1–171",January,2017,Original Article,Tailoring the Mode of Information Presentation: Effects on Younger and Older Adults' Attention and Recall of Online Information,https://academic.oup.com/hcr/article/43/1/102/4067696,10.1111/hcre.12097,102–126,"Previous studies have mainly focused on tailoring message content to match individual characteristics and preferences. This study investigates the effect of a website tailored to individual preferences for the mode of information presentation, compared to 4 nontailored websites on younger and older adults' attention and recall of information, employing a 5 (condition: tailored vs. text, text with illustrations, audiovisual, combination) × 2 (age: younger [25–45] vs. older [≥65] adults) design (N = 559). The mode-tailored condition (relative to nontailored conditions) improved attention to the website and, consequently, recall in older adults, but not in younger adults. Younger adults recalled more from nontailored information such as text only or text with illustrations, relative to tailored information.",1.0,R,False,True,True,True,2,1,True,False,False,False,7.0,F,Asian,NL,Education,False,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/43/1?browseBy=volume,Volume 43,Issue 1,"Issue 1, 1 January 2017, Pages 1–171",January,2017,Original Article,Adolescents' Sexual Media Use and Willingness to Engage in Casual Sex: Differential Relations and Underlying Processes,https://academic.oup.com/hcr/article/43/1/127/4064772,10.1111/hcre.12098,127–147,"The present study investigated the relationship between different types of sexual media use (i.e., sexually explicit internet material, sexually oriented reality TV, and sexy self-presentations on social network sites) and adolescents' willingness to engage in casual sex, as well as underlying sociocognitive processes of this relationship. Drawing on a longitudinal three-wave panel study among 1,467 adolescents (aged 13–17, 50% female), we found that exposure to sexually explicit Internet material directly predicted adolescents' willingness to engage in casual sex. Exposure to sexy self-presentations of others on social network sites and sexually oriented reality TV predicted adolescents' willingness to engage in casual sex indirectly through descriptive peer norms on casual sex.",1.0,R,True,False,True,False,1,2,False,True,False,False,3.0,F,White,NL,Education,False,White only
Human Communication Research,https://academic.oup.com/hcr/issue/43/1?browseBy=volume,Volume 43,Issue 1,"Issue 1, 1 January 2017, Pages 1–171",January,2017,Original Article,"Social Norms, Behavioral Payment Programs, and Cooperative Behaviors: Toward a Theory of Financial Incentives in Normative Systems",https://academic.oup.com/hcr/article/43/1/148/4064773,10.1111/hcre.12099,148–171,"Descriptive and injunctive social norms communicated among groups are known to influence behavior, yet little is known about how they evolve over time and how financial incentives influence norms. This article tests hypotheses about the ways in which monetary incentives can disrupt normative impact while facilitating cooperative behavior. The results of a public goods experiment indicate that the presence of a financial incentive for behavior can reduce the impact of perceived descriptive norms on behavior, and this reduction continues once the incentive is removed. The findings show that group identification enhances the effects of perceived descriptive norms on contribution behavior. The study results form the basis for theory building on the role of financial incentives in normative systems (FINS).",1.0,R,False,False,True,True,2,1,True,False,False,False,4.0,F,White,US,Education,True,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/42/4?browseBy=volume,Volume 42,Issue 4,"Issue 4, 1 October 2016, Pages 507–661",October,2016,Original Article,Relational Turbulence Theory: Explaining Variation in Subjective Experiences and Communication within Romantic Relationships,https://academic.oup.com/hcr/article/42/4/507/4064724,10.1111/hcre.12091,507–532,"This essay extends the relational turbulence model as a framework for understanding communication in romantic relationships. Following the relational turbulence model, relational turbulence theory identifies relational uncertainty and interdependence as parameters that shape subjective experiences, but the theory clarifies the theoretical processes underlying their distinctive effects. In addition, relational turbulence theory articulates causal processes linking cognitive appraisals and emotions to communication. Relational turbulence theory also describes how episodes characterized by biased appraisals, intense emotions, and volatile communication coalesce into global evaluations of relationships as turbulent. In turn, the theory addresses the effect of relational turbulence on personal, relational, and social outcomes. Finally, the theory explains how communication can contribute to the development of both turbulence and resilience in romantic relationships.",1.0,R,True,False,False,False,1,2,False,False,False,False,4.0,F,White,US,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/42/4?browseBy=volume,Volume 42,Issue 4,"Issue 4, 1 October 2016, Pages 507–661",October,2016,Original Article,Motivations for Political Discussion: Antecedents and Consequences on Civic Engagement,https://academic.oup.com/hcr/article/42/4/533/4064726,10.1111/hcre.12086,533–552,"Scholarship on informal discussion of politics and current events has mainly focused on its cognitive, attitudinal, and behavioral effects. In comparison, fewer studies have addressed the antecedents of political talk. Using 2-wave U.S. panel survey data, this study sheds light over 2 sets of motivations people may have for engaging in political conversation: civic-oriented and social-oriented goals; and their effects over civic participation. Using structural equation modeling, results suggest that both civic and social motivations are positive predictors of frequency of political discussion, and indirectly associated with civic engagement. From a theoretical perspective, these findings cast political talk as a more complex phenomenon than what deliberative theory suggests, and point to social motivations as an additional path to civic life.",1.0,R,True,False,False,True,2,3,False,False,True,False,3.0,M,Hispanic,AT,Education,True,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/42/4?browseBy=volume,Volume 42,Issue 4,"Issue 4, 1 October 2016, Pages 507–661",October,2016,Original Article,The Implications of Computer-Mediated Communication (Cmc) for Social Support Message Processing and Outcomes: When and Why Are the Effects of Support Messages Strengthened during Cmc?,https://academic.oup.com/hcr/article/42/4/553/4064729,10.1111/hcre.12087,553–576,"Widespread use of computer-mediated communication (CMC) for exchanging social support has raised questions about the support-related implications of CMC. This study drew from the dual-process theory of supportive message outcomes and examined the implications of CMC for support message processing and outcomes. We hypothesized that the reduced social cues in CMC would encourage greater elaboration on support message content and lead support messages to have a greater impact than in face-to-face interaction. The results of the experiment showed that, although the support message was held constant, participants in the CMC condition reported the strongest motivation to receive support, engaged in the greatest level of message elaboration, and experienced the most beneficial changes in worry and uncertainty discrepancy.",1.0,R,False,False,True,True,2,1,True,False,False,False,5.0,M,White,US,Education,True,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/42/4?browseBy=volume,Volume 42,Issue 4,"Issue 4, 1 October 2016, Pages 507–661",October,2016,Original Article,Candidate Vulnerability and Exposure to Counterattitudinal Information: Evidence from Two U.S. Presidential Elections,https://academic.oup.com/hcr/article/42/4/577/4067695,10.1111/hcre.12088,577–598,"Politically motivated selective exposure has traditionally been understood through the lens of long-standing attitudes and beliefs, but the role of environment in shaping information exposure practices merits further consideration. Citizens might respond to the political environment in their information-seeking behavior for numerous reasons. Citizens who believe their position is politically vulnerable have specific cognitive and affective needs that may make them uniquely attuned to counterattitudinal information. In the context of a presidential election, this means that as the defeat of a supported candidate appears more likely, attention to counterattitudinal content will increase. Data collected in the 2008 and 2012 U.S. Presidential elections support this prediction, although this relationship was observed primarily among supporters of the Republican candidate in both elections.",1.0,R,False,False,True,False,1,1,False,False,False,False,3.0,M,White,US,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/42/4?browseBy=volume,Volume 42,Issue 4,"Issue 4, 1 October 2016, Pages 507–661",October,2016,Original Article,Media Multitasking Effects on Cognitive vs. Attitudinal Outcomes: A Meta-Analysis,https://academic.oup.com/hcr/article/42/4/599/4064731,10.1111/hcre.12089,599–618,"Despite the recent proliferation of research on media multitasking, a comprehensive meta-analytic review of its effects has not been available. Based on a review of 49 media multitasking studies, this meta-analysis showed that multitasking has negative effects on cognitive outcomes, whereas it has positive effects on attitudinal (or persuasion-related) outcomes. Moderator analyses suggested that the negative effects of multitasking on cognitive outcomes varied by (a) user control, (b) task relevance, and (c) task contiguity. Specifically, multitasking had greater effects (a) when media users had less control over the media, (b) for tasks that were unrelated, and (c) for tasks that were physically distant. Implications for future multitasking research are further discussed.",1.0,R,True,False,True,False,1,2,False,True,False,False,2.0,M,Asian,JP,Education,False,Asian only
Human Communication Research,https://academic.oup.com/hcr/issue/42/4?browseBy=volume,Volume 42,Issue 4,"Issue 4, 1 October 2016, Pages 507–661",October,2016,Original Article,Do Our Facebook Friends Make Us Feel Worse? A Study of Social Comparison and Emotion,https://academic.oup.com/hcr/article/42/4/619/4064734,10.1111/hcre.12090,619–640,"People often compare themselves to others to gain a better understanding of the self in a process known as social comparison. The current study discusses how people engage in a social comparison process on Facebook, and how observing content from their Facebook friends may affect their emotions. A 2 (comparison direction) × 2 (relational closeness) × 2 (self-esteem) between-subjects experiment was conducted with 163 adult participants. The results revealed a significant 3-way interaction such that people with high self-esteem would be happier receiving positive information than negative information from their close friends, but the effect would be the opposite if the information was from a distant friend. There was no such difference for people with low self-esteem.",1.0,R,False,False,True,True,3,1,True,False,False,False,4.0,F,Asian,US,Education,True,cross race
Human Communication Research,https://academic.oup.com/hcr/issue/42/4?browseBy=volume,Volume 42,Issue 4,"Issue 4, 1 October 2016, Pages 507–661",October,2016,Original Article,Partisan Provocation: The Role of Partisan News Use and Emotional Responses in Political Information Sharing in Social Media,https://academic.oup.com/hcr/article/42/4/641/4064737,10.1111/hcre.12092,641–661,"Citizens increasingly rely on social media to consume and disseminate news and information about politics, but the factors that drive political information sharing on these sites are not well understood. This study focused on how online partisan news use influences political information sharing in part because of the distinct negative emotions it arouses in its audience. Using panel survey data collected during the 2012 U.S. presidential election, we found that use of proattitudinal partisan news online is associated with increased anger, but not anxiety, directed at the opposing party's presidential candidate and that anger subsequently facilitated information sharing about the election on social media. The results suggest partisan media may drive online information sharing by generating anger in its audience.",1.0,R,False,False,False,False,1,1,False,False,False,False,2.0,M,White,US,Education,True,White only
Human Communication Research,https://academic.oup.com/hcr/issue/42/3?browseBy=volume,Volume 42,Issue 3,"Issue 3, 1 July 2016, Pages 339–505",July,2016,Original Article,An Examination of Functional Difficulties from Internet Use: Media Habit and Displacement Theory Explanations,https://academic.oup.com/hcr/article/42/3/339/4064723,10.1111/hcre.12081,339–370,"Seminal studies concerning the Internet brought legitimacy to public concerns about its dissocializing effects. Although the negative social and professional outcomes of the Internet are still attributed to the time users spend online, scholars have more recently turned their attention to media habits in explaining these effects. This investigation tests the displacement and media habit perspectives on the consequences of Internet use. Study 1 uses cross-sectional data to test the displacement and Internet habit positions. The data support media habit theory explanations but find little support for displacement theory. Study 2 replicates the results of Study 1 with longitudinal data from incoming college freshmen. Study 3 holds time constant and examines the causal direction between functional difficulties and habit strength",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,M,Asian,US,Education,True,Asian only
