doi,url,year,title,journal,datePublished,authorFullName,firstName,lastName,numberOfAuthors,authorPosition,affiliation
10.1093/ccc/tcaa011,https://academic.oup.com/ccc/article/13/2/143/5850579,2020,#CommunicationSoWhite: Race and Power in the Academy and Beyond,"Communication, Culture and Critique",2020-06-03,Khadijah Costley White,Khadijah,White,3.0,2.0,"Journalism and Media Studies Department,  Rutgers University , New Brunswick, NJ 08901-1071,  USA"
10.1093/ccc/tcaa011,https://academic.oup.com/ccc/article/13/2/143/5850579,2020,#CommunicationSoWhite: Race and Power in the Academy and Beyond,"Communication, Culture and Critique",2020-06-03,Anamik Saha,Anamik,Saha,3.0,3.0,"Department of Media, Communications and Cultural Studies, Goldsmiths,  University of London , London SE14 6NW,  UK"
10.1093/ccc/tcaa009,https://academic.oup.com/ccc/article/13/2/152/5850243,2020,Of Experts and Tokens: Mapping a Critical Race Archaeology of Communication,"Communication, Culture and Critique",2020-06-02,Roopali Mukherjee,Roopali,Mukherjee,1.0,1.0,"Department of Media Studies,  City University of New York , Queens College, NY 11367,  USA"
10.1093/ccc/tcaa019,https://academic.oup.com/ccc/article/13/2/168/5862563,2020,On the Margins of the Margins: #CommunicationSoWhite—Canadian Style,"Communication, Culture and Critique",2020-06-25,Faiza Hirji,Faiza,Hirji,3.0,1.0,"Department of Communication Studies and Multimedia, McMaster University , Hamilton, Ontario L8S 4L9,  Canada"
10.1093/ccc/tcaa019,https://academic.oup.com/ccc/article/13/2/168/5862563,2020,On the Margins of the Margins: #CommunicationSoWhite—Canadian Style,"Communication, Culture and Critique",2020-06-25,Yasmin Jiwani,Yasmin,Jiwani,3.0,2.0,"Department of Communication Studies, Concordia University , Montreal, Quebec H4B 1R6,  Canada"
10.1093/ccc/tcaa019,https://academic.oup.com/ccc/article/13/2/168/5862563,2020,On the Margins of the Margins: #CommunicationSoWhite—Canadian Style,"Communication, Culture and Critique",2020-06-25,Kirsten Emiko McAllister,Kirsten,McAllister,3.0,3.0,"School of Communication, Simon Fraser University , British Columbia, V5A 1S6,  Canada"
10.1093/ccc/tcaa015,https://academic.oup.com/ccc/article/13/2/185/5855270,2020,Structural Limits to the De-Westernization of the Communication Field: The Editorial Board in Clarivate's JCR System,"Communication, Culture and Critique",2020-06-09,Afonso de Albuquerque,Afonso,Albuquerque,4.0,1.0,"Cultural Studies and Media Department, Federal Fluminense University , Niteroi, Rio de Janeiro 24210-201, Brazil"
10.1093/ccc/tcaa015,https://academic.oup.com/ccc/article/13/2/185/5855270,2020,Structural Limits to the De-Westernization of the Communication Field: The Editorial Board in Clarivate's JCR System,"Communication, Culture and Critique",2020-06-09,Thaiane Moreira de Oliveira,Thaiane,Oliveira,4.0,2.0,"Cultural Studies and Media Department, Federal Fluminense University , Niteroi, Rio de Janeiro 24210-201, Brazil"
10.1093/ccc/tcaa015,https://academic.oup.com/ccc/article/13/2/185/5855270,2020,Structural Limits to the De-Westernization of the Communication Field: The Editorial Board in Clarivate's JCR System,"Communication, Culture and Critique",2020-06-09,Marcelo Alves dos Santos Junior,Marcelo,Junior,4.0,3.0,"Communication Studies Program, Federal Fluminense University , Niteroi, Rio de Janeiro 24210-201, Brazil"
10.1093/ccc/tcaa015,https://academic.oup.com/ccc/article/13/2/185/5855270,2020,Structural Limits to the De-Westernization of the Communication Field: The Editorial Board in Clarivate's JCR System,"Communication, Culture and Critique",2020-06-09,Sofia Oliveira Firmo de Albuquerque,Sofia,Albuquerque,4.0,4.0,"Sociology Program, Federal Fluminense University , Niteroi, Rio de Janeiro 24210-201, Brazil"
10.1093/ccc/tcaa016,https://academic.oup.com/ccc/article/13/2/204/5848471,2020,"An African City: Black Women's Creativity, Pleasure, Diasporic (Dis)Connections and Resistance Through Aesthetic and Media Practices and Scholarship","Communication, Culture and Critique",2020-05-29,Francesca Sobande,Francesca,Sobande,2.0,1.0,"School of Journalism, Media and Culture,  Cardiff University , Cardiff CF10 1FS,  UK"
10.1093/ccc/tcaa016,https://academic.oup.com/ccc/article/13/2/204/5848471,2020,"An African City: Black Women's Creativity, Pleasure, Diasporic (Dis)Connections and Resistance Through Aesthetic and Media Practices and Scholarship","Communication, Culture and Critique",2020-05-29,Krys Osei,Krys,Osei,2.0,2.0,"Department of Media, Communications and Cultural Studies, Goldsmiths,  University of London , London SE14 6NW,  UK"
10.1093/ccc/tcaa017,https://academic.oup.com/ccc/article/13/2/222/5866389,2020,Remaking the #Syllabus: Crowdsourcing Resistance Praxis as Critical Public Pedagogy,"Communication, Culture and Critique",2020-07-02,Meredith D Clark,Meredith,Clark,1.0,1.0,"Department of Media Studies, University of Virginia , Charlottesville, VA 22903,  USA"
10.1093/ccc/tcaa008,https://academic.oup.com/ccc/article/13/2/242/5855540,2020,Anointments and Prestige: Reflecting on #CommunicationSoWhite with Herman Gray and Oscar Gandy,"Communication, Culture and Critique",2020-06-10,Khadijah Costley White,Khadijah,White,1.0,1.0,"Department of Journalism and Media Studies, School of Communication and Information,  Rutgers University , New Brunswick, NJ 08901-1071,  USA"
10.1093/ccc/tcaa007,https://academic.oup.com/ccc/article/13/2/249/5855835,2020,“How Do We Live Together Without Killing Each Other?” Indigenous and Feminist Perspectives on Relationality,"Communication, Culture and Critique",2020-06-11,Sandra Phillips,Sandra,Phillips,2.0,1.0,"Faculty of Humanities and Social Sciences,  The University of Queensland , Brisbane, Queensland 4072,  Australia"
10.1093/ccc/tcaa007,https://academic.oup.com/ccc/article/13/2/249/5855835,2020,“How Do We Live Together Without Killing Each Other?” Indigenous and Feminist Perspectives on Relationality,"Communication, Culture and Critique",2020-06-11,Deb Verhoeven,Deb,Verhoeven,2.0,2.0,"Department of Women's and Gender Studies and the Office of Interdisciplinary Studies,  University of Alberta , Edmonton, Alberta T6G 2R3,  Canada"
10.1093/ccc/tcaa010,https://academic.oup.com/ccc/article/13/2/254/5854796,2020,Examining Whiteness in Interpersonal Communication Textbooks,"Communication, Culture and Critique",2020-06-08,Jimmie Manning,Jimmie,Manning,1.0,1.0,"Communication Studies, University of Nevada , Reno, NV 89557, USA"
10.1093/ccc/tcaa014,https://academic.oup.com/ccc/article/13/2/259/5854797,2020,From Hashtag Activism to Inclusion and Diversity in a Discipline,"Communication, Culture and Critique",2020-06-10,Dhiraj Murthy,Dhiraj,Murthy,1.0,1.0,"School of Journalism and Media, Moody College of Communication and Department of Sociology, University of Texas at Austin , Austin, TX 78712, USA"
10.1093/ccc/tcaa006,https://academic.oup.com/ccc/article/13/2/265/5854808,2020,"Location, Location, Location? The Politics of ICA Conference Venues","Communication, Culture and Critique",2020-06-09,Eve Ng,Eve,Ng,2.0,1.0,"School of Media Arts and Studies and Women's, Gender, and Sexuality Studies Program,  Ohio University , Athens, OH 45701,  USA"
10.1093/ccc/tcaa006,https://academic.oup.com/ccc/article/13/2/265/5854808,2020,"Location, Location, Location? The Politics of ICA Conference Venues","Communication, Culture and Critique",2020-06-09,Paula Gardner,Paula,Gardner,2.0,2.0,"Department of Communication Studies and Multimedia,  McMaster University , Hamilton, Ontario L8S 4L8,  Canada"
10.1093/ccc/tcaa018,https://academic.oup.com/ccc/article/13/2/270/5864543,2020,#CommunicationSoWhite in the Age of Ultra-Nationalisms,"Communication, Culture and Critique",2020-04-21,Paula Chakravartty,Paula,Chakravartty,1.0,1.0,
10.1093/ccc/tcz049,https://academic.oup.com/ccc/article/13/1/1/5801059,2020,On Rhythms and Rhymes: Poetics of Identity in Postcolonial Italy,"Communication, Culture and Critique",2020-03-09,Michela Ardizzoni,Michela,Ardizzoni,1.0,1.0,"University of Colorado , Boulder, CO 80309, USA"
10.1093/ccc/tcz046,https://academic.oup.com/ccc/article/13/1/17/5788511,2020,A Digital Postracial Parity? Black Women’s Everyday Resistance and Rethinking Online Media Culture,"Communication, Culture and Critique",2020-04-03,Raven Maragh-Lloyd,Raven,Maragh-Lloyd,1.0,1.0,"Department of Communication Studies , Gonzaga University, Spokane, WA 99258–002,  USA"
10.1093/ccc/tcz045,https://academic.oup.com/ccc/article/13/1/36/5631831,2020,"The Pleasure of Connectivity: Media, Motherhood, and the Digital Maternal Gaze","Communication, Culture and Critique",2020-02-17,Kara Mary Van Cleaf,Kara,Cleaf,1.0,1.0,"Department of Communication and Media Studies , Fordham University, New York, New York 10023, USA"
10.1093/ccc/tcz044,https://academic.oup.com/ccc/article/13/1/54/5753844,2020,Empathy and Its Alternatives: Deconstructing the Rhetoric of “Empathy” in Video Games,"Communication, Culture and Critique",2020-03-03,Bonnie Ruberg,Bonnie,Ruberg,1.0,1.0,"Department of Informatics , University of California, Irvine, CA 92697, USA"
10.1093/ccc/tcz042,https://academic.oup.com/ccc/article/13/1/72/5775342,2020,From “Mine” to “Ours”: Gendered Hierarchies of Authorship and the Limits of Taylor Swift’s Paratextual Feminism,"Communication, Culture and Critique",2020-03-03,Myles McNutt,Myles,McNutt,1.0,1.0,"College of Arts and Letters , Old Dominion University, Norfolk, VA 23529, USA"
10.1093/ccc/tcz037,https://academic.oup.com/ccc/article/13/1/92/5631921,2020,"“My zines, so far, aren't as political as other works I've produced”: Communicative Capitalism Among Queer Feminist Zinesters","Communication, Culture and Critique",2019-12-20,Chelsea Reynolds,Chelsea,Reynolds,1.0,1.0,"Department of Communications, California State University , Fullerton CA 92831,  USA"
10.1093/ccc/tcz055,https://academic.oup.com/ccc/article/13/1/111/5801067,2020,When “Formerly” Becomes Now: Populism and the Media,"Communication, Culture and Critique",2020-03-09,Nelson Ribeiro,Nelson,Ribeiro,2.0,1.0,"Faculty of Human Sciences , Universidade Católica Portuguesa, Lisbon 1649-023,  Portugal"
10.1093/ccc/tcz055,https://academic.oup.com/ccc/article/13/1/111/5801067,2020,When “Formerly” Becomes Now: Populism and the Media,"Communication, Culture and Critique",2020-03-09,Barbie Zelizer,Barbie,Zelizer,2.0,2.0,"Annenberg School for Communication , University of Pennyslvania, Philadelphia, PA 19104, USA"
10.1093/ccc/tcz050,https://academic.oup.com/ccc/article/13/1/117/5739588,2020,"Setting the Record Straight: Conservative Populism, Swampiness, and Journalistic Practice","Communication, Culture and Critique",2020-03-09,Meredith L Pruden,Meredith,Pruden,1.0,1.0,"Department of Communication , Georgia State University, Atlanta, Georgia 30303, USA"
10.1093/ccc/tcz051,https://academic.oup.com/ccc/article/13/1/121/5739591,2020,Technocracy Meets Populism: The Dominant Technological Imaginary of Silicon Valley,"Communication, Culture and Critique",2020-03-09,Elisabetta Ferrari,Elisabetta,Ferrari,1.0,1.0,"Annenberg School for Communication , University of Pennsylvania, Philadelphia, PA 19104, USA"
10.1093/ccc/tcz052,https://academic.oup.com/ccc/article/13/1/125/5812619,2020,Journalists’ Mnemonic Techniques and the Rise of Trumpism*,"Communication, Culture and Critique",2020-03-31,Jennifer R Henrichsen,Jennifer,Henrichsen,1.0,1.0,"Annenberg School for Communication , University of Pennsylvania, Philadelphia, PA 19104,  USA"
10.1093/ccc/tcz053,https://academic.oup.com/ccc/article/13/1/130/5801068,2020,The Discursive Construction of Crisis: Hungary’s Spiral to Populism,"Communication, Culture and Critique",2020-03-09,Zsofia Nagy,Zsofia,Nagy,1.0,1.0,"Department of Social Psychology , Faculty of Social Sciences, Eötvös Loránd University, Budapest, H-1117,  Hungary"
10.1093/ccc/tcz054,https://academic.oup.com/ccc/article/13/1/134/5812621,2020,Tactical Trolling: Understanding Journalist Trolling as a New Online Resistance in South Korea,"Communication, Culture and Critique",2020-03-31,Jane Yeahin Pyo,Jane,Pyo,1.0,1.0,"University of Illinois , Urbana-Champaign, IL 61801,  USA"
10.1093/ccc/tcz056,https://academic.oup.com/ccc/article/13/1/138/5812647,2020,Mass Media and Social Media Configuration Under Hugo Chavez Populist Discourse: Differences and Contrasts,"Communication, Culture and Critique",2020-03-27,Alejandro G Motta Nicolicchia,Alejandro,Nicolicchia,1.0,1.0,"Panamericana University , Mexico City,  Mexico"
10.1093/ccc/tcz043,https://academic.oup.com/ccc/article/12/4/435/5678718,2019,Wicked Content,"Communication, Culture and Critique",2019-12-17,Caroline Jack,Caroline,Jack,1.0,1.0,"Department of Communication, University of California , San Diego, CA 92093-0503,  USA"
10.1093/ccc/tcz040,https://academic.oup.com/ccc/article/12/4/455/5643757,2019,"Neoliberalism, the Far Right, and the Disparaging of “Social Justice Warriors”","Communication, Culture and Critique",2019-11-26,Sean Phelan,Sean,Phelan,1.0,1.0,"School of Communication , Journalism and Marketing, Massey University, New Zealand and Department of Communication Studies, University of Antwerp, Antwerp 2000,  Belgium"
10.1093/ccc/tcz039,https://academic.oup.com/ccc/article/12/4/476/5628040,2019,Bugs: Rethinking the History of Computing,"Communication, Culture and Critique",2019-11-18,Cait McKinney,Cait,McKinney,2.0,1.0,"School of Communication, Simon Fraser University , 8888 University Drive, Burnaby, BC V5A 1S6,  Canada"
10.1093/ccc/tcz039,https://academic.oup.com/ccc/article/12/4/476/5628040,2019,Bugs: Rethinking the History of Computing,"Communication, Culture and Critique",2019-11-18,Dylan Mulvin,Dylan,Mulvin,2.0,2.0,"London School of Economics and Political Science , London WC2A 2AE, England"
10.1093/ccc/tcz025,https://academic.oup.com/ccc/article/12/4/499/5560017,2019,The Mutual Domestication of Users and Algorithmic Recommendations on Netflix,"Communication, Culture and Critique",2019-09-04,Ignacio Siles,Ignacio,Siles,4.0,1.0,"School of Communication, Universidad de Costa Rica AP 2060 , San Jose, Costa Rica"
10.1093/ccc/tcz025,https://academic.oup.com/ccc/article/12/4/499/5560017,2019,The Mutual Domestication of Users and Algorithmic Recommendations on Netflix,"Communication, Culture and Critique",2019-09-04,Johan Espinoza-Rojas,Johan,Espinoza-Rojas,4.0,2.0,"School of Communication, Universidad de Costa Rica AP 2060 , San Jose, Costa Rica"
10.1093/ccc/tcz025,https://academic.oup.com/ccc/article/12/4/499/5560017,2019,The Mutual Domestication of Users and Algorithmic Recommendations on Netflix,"Communication, Culture and Critique",2019-09-04,Adrián Naranjo,Adrián,Naranjo,4.0,3.0,"School of Communication, Universidad de Costa Rica AP 2060 , San Jose, Costa Rica"
10.1093/ccc/tcz025,https://academic.oup.com/ccc/article/12/4/499/5560017,2019,The Mutual Domestication of Users and Algorithmic Recommendations on Netflix,"Communication, Culture and Critique",2019-09-04,María Fernanda Tristán,María,Tristán,4.0,4.0,"School of Communication, Universidad de Costa Rica AP 2060 , San Jose, Costa Rica"
10.1093/ccc/tcz027,https://academic.oup.com/ccc/article/12/4/519/5556080,2019,Blind Submission,"Communication, Culture and Critique",2019-08-29,Lamiyah Bahrainwala,Lamiyah,Bahrainwala,1.0,1.0,"Communication Studies Department Southwestern University, Austin, TX 78722, USA"
10.1093/ccc/tcz038,https://academic.oup.com/ccc/article/12/4/535/5643756,2019,The Selling of Virtual Reality: Novelty and Continuity in the Cultural Integration of Technology,"Communication, Culture and Critique",2019-11-26,Jeff Nagy,Jeff,Nagy,2.0,1.0,"Department of Communication , Stanford University, CA 94305, USA"
10.1093/ccc/tcz038,https://academic.oup.com/ccc/article/12/4/535/5643756,2019,The Selling of Virtual Reality: Novelty and Continuity in the Cultural Integration of Technology,"Communication, Culture and Critique",2019-11-26,Fred Turner,Fred,Turner,2.0,2.0,"Department of Communication , Stanford University, CA 94305, USA"
10.1093/ccc/tcz028,https://academic.oup.com/ccc/article/12/4/553/5573578,2019,"“Trust Us, We’re You”: Aspirational Realness in the Digital Communication of Contemporary Fashion and Beauty Brands","Communication, Culture and Critique",2019-11-13,Rosie Findlay,Rosie,Findlay,1.0,1.0,"London College of Fashion, University of the Arts London , England"
10.1093/ccc/tcz026,https://academic.oup.com/ccc/article/12/4/570/5586916,2019,A Desirable Future: Uber as Image-Making in Winnipeg,"Communication, Culture and Critique",2019-10-14,Sheri L Gibbings,Sheri,Gibbings,2.0,1.0,"Department of Global Studies , Wilfrid Laurier University. Waterloo, Ontario, Canada, N2L 3C5"
10.1093/ccc/tcz026,https://academic.oup.com/ccc/article/12/4/570/5586916,2019,A Desirable Future: Uber as Image-Making in Winnipeg,"Communication, Culture and Critique",2019-10-14,Jessica Taylor,Jessica,Taylor,2.0,2.0,"Studies of Women , Gender, and Sexuality, Harvard University, Cambridge, MA 02138, USA"
10.1093/ccc/tcz029,https://academic.oup.com/ccc/article/12/4/590/5560010,2019,Snapchat’s Dialectics of Socialization: Revisiting the Theory of the Spectacle for a Critical Political Economy of Social Media,"Communication, Culture and Critique",2019-09-04,Marco Briziarelli,Marco,Briziarelli,1.0,1.0,"Department of Communication &amp; Journalism, University of New Mexico , Albuquerque, NM 87131-0001, USA"
10.1093/ccc/tcz020,https://academic.oup.com/ccc/article/12/3/305/5498582,2019,When Postcolonial Studies Interrupts Media Studies†,"Communication, Culture and Critique",2019-05-25,Raka Shome,Raka,Shome,1.0,1.0,"Raka Shome is Harron Family Endowed Chair, and Professor, of Communication, at  Villanova University , Villanova, PA"
10.1093/ccc/tcz013,https://academic.oup.com/ccc/article/12/3/323/5476448,2019,“May the Force Be With You”: Narendra Modi and the Celebritization of Indian Politics,"Communication, Culture and Critique",2019-04-23,Swapnil Rai,Swapnil,Rai,1.0,1.0,"Department of Film, Television and Media,  University of Michigan , Ann Arbor, MI 48109-1285,  USA"
10.1093/ccc/tcz021,https://academic.oup.com/ccc/article/12/3/340/5505443,2019,“The Mittens of Disapproval Are On”: John Oliver’s Last Week Tonight as Neoliberal Critique,"Communication, Culture and Critique",2019-05-29,Nickie Michaud Wild,Nickie,Wild,1.0,1.0,"School of Liberal Arts,  Upper Iowa University , Fayette, Iowa,  USA"
10.1093/ccc/tcz008,https://academic.oup.com/ccc/article/12/3/359/5420193,2019,An Organized Work Force is Part of Growing Up: Gawker and the Case for Unionizing Digital Newsrooms,"Communication, Culture and Critique",2019-03-26,Revati Prasad,Revati,Prasad,1.0,1.0,"Annenberg School for Communication,  University of Pennsylvania , Philadelphia, PA,  USA"
10.1093/ccc/tcz016,https://academic.oup.com/ccc/article/12/3/378/5476015,2019,"Hollywood in the Hinterland: Newspapers, Itinerant Films and Community Identity in the 1920s","Communication, Culture and Critique",2019-04-22,Caitlin Cieslik-Miskimen,Caitlin,Cieslik-Miskimen,1.0,1.0,"School of Journalism and Mass Communication,  University of Wisconsin , Madison 53706, US"
10.1093/ccc/tcz024,https://academic.oup.com/ccc/article/12/3/397/5553665,2019,Piss(ed): The Biopolitics of the Bathroom,"Communication, Culture and Critique",2019-05-03,Mia Fischer,Mia,Fischer,1.0,1.0,"Department of Communication,  University of Colorado Denver , Denver, Colorado,  United States"
10.1093/ccc/tcz031,https://academic.oup.com/ccc/article/12/3/416/5573583,2019,The Rise of Transgender and Gender Diverse Representation in the Media: Impacts on the Population,"Communication, Culture and Critique",2019-10-02,Richard Mocarski,Richard,Mocarski,8.0,1.0,"Division of Research,  University of Nebraska at Kearney , Kearney, NE,  USA"
10.1093/ccc/tcz031,https://academic.oup.com/ccc/article/12/3/416/5573583,2019,The Rise of Transgender and Gender Diverse Representation in the Media: Impacts on the Population,"Communication, Culture and Critique",2019-10-02,Robyn King,Robyn,King,8.0,2.0,"Counseling and School Psychology,  University of Nebraska at Kearney , Kearney, NE,  USA"
10.1093/ccc/tcz031,https://academic.oup.com/ccc/article/12/3/416/5573583,2019,The Rise of Transgender and Gender Diverse Representation in the Media: Impacts on the Population,"Communication, Culture and Critique",2019-10-02,Sim Butler,Sim,Butler,8.0,3.0,"Communication Studies,  The University of Alabama , Tuscaloosa, AL,  USA"
10.1093/ccc/tcz031,https://academic.oup.com/ccc/article/12/3/416/5573583,2019,The Rise of Transgender and Gender Diverse Representation in the Media: Impacts on the Population,"Communication, Culture and Critique",2019-10-02,Natalie R Holt,Natalie,Holt,8.0,4.0,"Department of Psychology,  University of Nebraska-Lincoln , Lincoln, NE,  USA"
10.1093/ccc/tcz031,https://academic.oup.com/ccc/article/12/3/416/5573583,2019,The Rise of Transgender and Gender Diverse Representation in the Media: Impacts on the Population,"Communication, Culture and Critique",2019-10-02,T Zachary Huit,Zachary,Huit,8.0,5.0,"Department of Psychology,  University of Nebraska-Lincoln , Lincoln, NE,  USA"
10.1093/ccc/tcz031,https://academic.oup.com/ccc/article/12/3/416/5573583,2019,The Rise of Transgender and Gender Diverse Representation in the Media: Impacts on the Population,"Communication, Culture and Critique",2019-10-02,Debra A Hope,Debra,Hope,8.0,6.0,"Department of Psychology,  University of Nebraska-Lincoln , Lincoln, NE,  USA"
10.1093/ccc/tcz031,https://academic.oup.com/ccc/article/12/3/416/5573583,2019,The Rise of Transgender and Gender Diverse Representation in the Media: Impacts on the Population,"Communication, Culture and Critique",2019-10-02,Heather M Meyer,Heather,Meyer,8.0,7.0,"Marketing,  University of Nebraska at Kearney , Kearney, NE,  USA"
10.1093/ccc/tcz031,https://academic.oup.com/ccc/article/12/3/416/5573583,2019,The Rise of Transgender and Gender Diverse Representation in the Media: Impacts on the Population,"Communication, Culture and Critique",2019-10-02,Nathan Woodruff,Nathan,Woodruff,8.0,8.0,"Lincoln , NE,  USA"
10.1093/ccc/tcz022,https://academic.oup.com/ccc/article/12/3/434/5485091,2019,"Corrigendum to “A Shoppable Life: Performance, Selfhood, and Influence in the Social Media Storefront”","Communication, Culture and Critique",2019-05-03,Emily Hund,Emily,Hund,2.0,1.0,
10.1093/ccc/tcz022,https://academic.oup.com/ccc/article/12/3/434/5485091,2019,"Corrigendum to “A Shoppable Life: Performance, Selfhood, and Influence in the Social Media Storefront”","Communication, Culture and Critique",2019-05-03,Lee McGuigan,Lee,McGuigan,2.0,2.0,
10.1093/ccc/tcz023,https://academic.oup.com/ccc/article/12/2/167/5524243,2019,Value Added: Reconsidering Women-Centered Media and Viewership: Guest Editor’s Introduction,"Communication, Culture and Critique",2019-06-27,Kristen J Warner,Kristen,Warner,1.0,1.0,University of Alabama
10.1093/ccc/tcz006,https://academic.oup.com/ccc/article/12/2/173/5420188,2019,The Recappables: Exploring a Feminist Approach to Criticism,"Communication, Culture and Critique",2019-03-26,Karen Petruska,Karen,Petruska,1.0,1.0,"Communication Studies, Gonzaga University, Spokane, WA, USA"
10.1093/ccc/tcz014,https://academic.oup.com/ccc/article/12/2/194/5448909,2019,Too Close for Comfort: Direct Address and the Affective Pull of the Confessional Comic Woman in Chewing Gum and Fleabag,"Communication, Culture and Critique",2019-04-12,Faye Woods,Faye,Woods,1.0,1.0,"Department of Film, Theatre and Television, Minghella Studios, Whiteknights, University of Reading, Reading, UK"
10.1093/ccc/tcz017,https://academic.oup.com/ccc/article/12/2/213/5486430,2019,The Mainstream Cult of Fifty Shades of Grey: Hailing Multiple Women Audiences,"Communication, Culture and Critique",2019-05-07,Dana Och,Dana,Och,1.0,1.0,"Department of English, Film and Media Studies, Pittsburgh, PA 15260, USA"
10.1093/ccc/tcz018,https://academic.oup.com/ccc/article/12/2/230/5498581,2019,The Pleasure Principle of Magic Mike XXL: Sonic Visibility Toward Female Audiences,"Communication, Culture and Critique",2019-05-25,Kristen J Warner,Kristen,Warner,1.0,1.0,"Department of Journalism and Creative Media, University of Alabama, Northport, AL 35473, USA"
10.1093/ccc/tcz019,https://academic.oup.com/ccc/article/12/2/247/5490482,2019,"Introducing the First Black Bachelorette: Race, Diversity, and Courting Without Commitment","Communication, Culture and Critique",2019-05-16,Brandeise Monk-Payton,Brandeise,Monk-Payton,1.0,1.0,"Department of Communication and Media Studies, Fordham University, Bronx, NY, USA"
10.1093/ccc/tcz015,https://academic.oup.com/ccc/article/12/2/268/5448910,2019,“Not for Lazy Moms”: The Real Housewives of Potomac’s Monique Samuels and the Branding of Black Motherhood,"Communication, Culture and Critique",2019-04-12,Elizabeth R Hornsby,Elizabeth,Hornsby,1.0,1.0,"Department of Languages and Communication, Southeastern Louisiana University, Hammond, LA 70402, USA"
10.1093/ccc/tcz007,https://academic.oup.com/ccc/article/12/2/287/5423765,2019,One Tough Cookie: Exploring Black Women’s Responses to Empire’s Cookie Lyon,"Communication, Culture and Critique",2019-03-30,Melissa A Click,Melissa,Click,2.0,1.0,"Department of Communication Studies, Gonzaga University, Spokane, WA 99258-0102, USA"
10.1093/ccc/tcz007,https://academic.oup.com/ccc/article/12/2/287/5423765,2019,One Tough Cookie: Exploring Black Women’s Responses to Empire’s Cookie Lyon,"Communication, Culture and Critique",2019-03-30,Sarah Smith-Frigerio,Sarah,Smith-Frigerio,2.0,2.0,"Department of Communication, University of Missouri, Columbia, MO 65211, USA"
10.1093/ccc/tcz005,https://academic.oup.com/ccc/article/12/1/1/5365565,2019,“This is Not Who We Are:” Progressive Media and Post-Race in the New Era of Overt Racism,"Communication, Culture and Critique",2019-02-26,Katherine M Bell,Katherine,Bell,1.0,1.0,"Department of Communication, California State University, East Bay, Hayward, CA"
10.1093/ccc/tcz004,https://academic.oup.com/ccc/article/12/1/18/5365566,2019,"A Shoppable Life: Performance, Selfhood, and Influence in the Social Media Storefront","Communication, Culture and Critique",2019-02-26,Emily Hund,Emily,Hund,2.0,1.0,"Annenberg School for Communication, University of Pennsylvania, 3620 Walnut Street, Philadelphia, PA"
10.1093/ccc/tcz004,https://academic.oup.com/ccc/article/12/1/18/5365566,2019,"A Shoppable Life: Performance, Selfhood, and Influence in the Social Media Storefront","Communication, Culture and Critique",2019-02-26,Lee McGuigan,Lee,McGuigan,2.0,2.0,"Annenberg School for Communication, University of Pennsylvania, 3620 Walnut Street, Philadelphia, PA"
10.1093/ccc/tcz010,https://academic.oup.com/ccc/article/12/1/36/5403212,2019,Reputation Anxiety: Consumer Background Checks and the Cultivation of Risk,"Communication, Culture and Critique",2019-03-20,Nora A Draper,Nora,Draper,1.0,1.0,"Department of Communication, University of New Hampshire, Durham, NH, USA"
10.1093/ccc/tcz011,https://academic.oup.com/ccc/article/12/1/53/5403267,2019,A City by the Sea: Uncovering Beirut's Media Waste,"Communication, Culture and Critique",2019-03-20,Blake Atwood,Blake,Atwood,1.0,1.0,"Department of Sociology, Anthropology, and Media Studies, American University of Beirut, Riad El Solh Beirut, Lebanon"
10.1093/ccc/tcz002,https://academic.oup.com/ccc/article/12/1/72/5364024,2019,Dadvertising: Representations of Fatherhood in Procter &amp; Gamble’s Tide Commercials,"Communication, Culture and Critique",2019-02-23,Caroline F Leader,Caroline,Leader,1.0,1.0,"Communication Arts, University of Wisconsin–Madison, 821 University Avenue, Madison, WI, USA"
10.1093/ccc/tcz001,https://academic.oup.com/ccc/article/12/1/90/5382081,2019,Oppositional Designs: Examining How Racial Identity Informs the Critical Design of Art and Space,"Communication, Culture and Critique",2019-03-16,Krishnan Vasudevan,Krishnan,Vasudevan,1.0,1.0,"Philip Merrill College of Journalism, University of Maryland at College Park, College Park, MD"
10.1093/ccc/tcz003,https://academic.oup.com/ccc/article/12/1/110/5374579,2019,Friend or Foe: Cultural Fusion Theory and Media Coverage of Syrian Refugees in Turkey,"Communication, Culture and Critique",2019-03-11,Nurhayat Bilge,Nurhayat,Bilge,1.0,1.0,"Department of Communication, Florida International University, Miami, FL"
10.1093/ccc/tcz012,https://academic.oup.com/ccc/article/12/1/128/5420194,2019,"“Targeting Billennials”: Billenials, Linguistic Flexibility, and the New Language Politics of Univision","Communication, Culture and Critique",2019-03-26,Manuel G Avilés-Santiago,Manuel,Avilés-Santiago,2.0,1.0,"Languages and Cultures, Arizona State University, Phoenix, AZ, USA"
10.1093/ccc/tcz012,https://academic.oup.com/ccc/article/12/1/128/5420194,2019,"“Targeting Billennials”: Billenials, Linguistic Flexibility, and the New Language Politics of Univision","Communication, Culture and Critique",2019-03-26,Jillian M Báez,Jillian,Báez,2.0,2.0,"Media Culture, College of Staten Island, Staten Island, NY, USA"
