doi,url,year,title,paperType,journal,datePublished,keywords
10.1093/ccc/tcaa029,https://academic.oup.com/ccc/article/13/4/568/6055083,2020,Tiger King as Accidental Allegory,ScholarlyArticle,"Communication, Culture and Critique",2020-12-29,
10.1093/ccc/tcaa030,https://academic.oup.com/ccc/article/13/4/571/6055082,2020,The Casual Horror of Boredom in Tiger King,ScholarlyArticle,"Communication, Culture and Critique",2020-12-29,
10.1093/ccc/tcz058,https://academic.oup.com/ccc/article/13/3/275/5841880,2020,"Fluorescent Flags: Black Power, Publicity, and Counternarratives in Go-Go Street Posters in the 1980s",ScholarlyArticle,"Communication, Culture and Critique",2020-05-23,"Material Culture, Urban Culture, Segregation, Black Power, Black Public Sphere, Go-Go Music, Publicity, Landscape Analysis, Chocolate City, Posters, Gentrification"
10.1093/ccc/tcz035,https://academic.oup.com/ccc/article/13/3/295/5634133,2020,Virtual Empathy,ScholarlyArticle,"Communication, Culture and Critique",2019-11-20,"Virtual Reality, Social Media, Polarization, Empathy, Mobile Phones"
10.1093/ccc/tcz041,https://academic.oup.com/ccc/article/13/3/311/5803428,2020,"Civil Society Must Be Defended: Misinformation, Moral Panics, and Wars of Restoration",ScholarlyArticle,"Communication, Culture and Critique",2020-03-12,"Fake News, War, Dissent, Moral Panics, Misinformation, Post-Truth, Counterinsurgency"
10.1093/ccc/tcaa005,https://academic.oup.com/ccc/article/13/3/333/5838273,2020,To Affinity and Beyond: Clicking as Communicative Gesture on the Experimentation Platform,ScholarlyArticle,"Communication, Culture and Critique",2020-05-17,"Digital Technology, Internet, Netflix, Click, Identity, Black Mirror"
10.1093/ccc/tcz032,https://academic.oup.com/ccc/article/13/3/333/5573572,2020,#MeToo and the Politics of Collective Healing: Emotional Connection as Contestation,ScholarlyArticle,"Communication, Culture and Critique",2019-11-18,"Affect, Race, Feminist Media Studies, Hashtag Activism, Restorative Justice, Popular Feminism, Carceral Feminism"
10.1093/ccc/tcz057,https://academic.oup.com/ccc/article/13/3/349/5837820,2020,"Imagining the Perfect Asian Woman Through Hate: Michelle Phan, Anti-Phandom, and Asian Diasporic Beauty Cultures",ScholarlyArticle,"Communication, Culture and Critique",2020-05-15,"Anti-Fandom, Beauty Cultures, Michelle Phan, Asian American, YouTube"
10.1093/ccc/tcaa003,https://academic.oup.com/ccc/article/13/3/384/5855439,2020,Creative Action Under Two Copyright Regimes: Filmmaking and Visual Arts in Australia and the United States,ScholarlyArticle,"Communication, Culture and Critique",2020-06-10,"Creativity, Law, Film, Visual Arts, Copyright, Fair Use, Fair Dealing"
10.1093/ccc/tcaa011,https://academic.oup.com/ccc/article/13/2/143/5850579,2020,#CommunicationSoWhite: Race and Power in the Academy and Beyond,ScholarlyArticle,"Communication, Culture and Critique",2020-06-03,
10.1093/ccc/tcaa009,https://academic.oup.com/ccc/article/13/2/152/5850243,2020,Of Experts and Tokens: Mapping a Critical Race Archaeology of Communication,ScholarlyArticle,"Communication, Culture and Critique",2020-06-02,"Frankfurt School, Critical Political Economy, Critical Cultural Studies, Communication Canon, White Privilege, Male Privilege, Critical Race Epistemology, Critical Race Archaeology"
10.1093/ccc/tcaa019,https://academic.oup.com/ccc/article/13/2/168/5862563,2020,On the Margins of the Margins: #CommunicationSoWhite—Canadian Style,ScholarlyArticle,"Communication, Culture and Critique",2020-06-25,"Canadian Communication Studies, Race, Racism, Colonialism, Whiteness, Diversity, Multiculturalism"
10.1093/ccc/tcaa015,https://academic.oup.com/ccc/article/13/2/185/5855270,2020,Structural Limits to the De-Westernization of the Communication Field: The Editorial Board in Clarivate's JCR System,ScholarlyArticle,"Communication, Culture and Critique",2020-06-09,"Communication Research Approaches, Critical and Cultural Theory, Culture and Politics, Globalisation, Postcolonial Criticism, Qualitative Media Research"
10.1093/ccc/tcaa016,https://academic.oup.com/ccc/article/13/2/204/5848471,2020,"An African City: Black Women's Creativity, Pleasure, Diasporic (Dis)Connections and Resistance Through Aesthetic and Media Practices and Scholarship",ScholarlyArticle,"Communication, Culture and Critique",2020-05-29,"Aesthetics, African Media, Black Feminism, Black Women, Diaspora, Fashion"
10.1093/ccc/tcaa017,https://academic.oup.com/ccc/article/13/2/222/5866389,2020,Remaking the #Syllabus: Crowdsourcing Resistance Praxis as Critical Public Pedagogy,ScholarlyArticle,"Communication, Culture and Critique",2020-07-02,"Communication for Social Change, Race and Media, Social Networking, Critical Pedagogy"
10.1093/ccc/tcaa008,https://academic.oup.com/ccc/article/13/2/242/5855540,2020,Anointments and Prestige: Reflecting on #CommunicationSoWhite with Herman Gray and Oscar Gandy,ScholarlyArticle,"Communication, Culture and Critique",2020-06-10,
10.1093/ccc/tcaa007,https://academic.oup.com/ccc/article/13/2/249/5855835,2020,“How Do We Live Together Without Killing Each Other?” Indigenous and Feminist Perspectives on Relationality,ScholarlyArticle,"Communication, Culture and Critique",2020-06-11,
10.1093/ccc/tcaa010,https://academic.oup.com/ccc/article/13/2/254/5854796,2020,Examining Whiteness in Interpersonal Communication Textbooks,ScholarlyArticle,"Communication, Culture and Critique",2020-06-08,
10.1093/ccc/tcaa014,https://academic.oup.com/ccc/article/13/2/259/5854797,2020,From Hashtag Activism to Inclusion and Diversity in a Discipline,ScholarlyArticle,"Communication, Culture and Critique",2020-06-10,
10.1093/ccc/tcaa006,https://academic.oup.com/ccc/article/13/2/265/5854808,2020,"Location, Location, Location? The Politics of ICA Conference Venues",ScholarlyArticle,"Communication, Culture and Critique",2020-06-09,
10.1093/ccc/tcaa018,https://academic.oup.com/ccc/article/13/2/270/5864543,2020,#CommunicationSoWhite in the Age of Ultra-Nationalisms,ScholarlyArticle,"Communication, Culture and Critique",2020-04-21,
10.1093/ccc/tcz049,https://academic.oup.com/ccc/article/13/1/1/5801059,2020,On Rhythms and Rhymes: Poetics of Identity in Postcolonial Italy,ScholarlyArticle,"Communication, Culture and Critique",2020-03-09,"Italy, Postcolonialism, Art, Hip Hop, Rap, Music, Identity"
10.1093/ccc/tcz046,https://academic.oup.com/ccc/article/13/1/17/5788511,2020,A Digital Postracial Parity? Black Women’s Everyday Resistance and Rethinking Online Media Culture,ScholarlyArticle,"Communication, Culture and Critique",2020-04-03,"Everyday Resistance, Black Women, Digital Media, Postracial, Intersectionality"
10.1093/ccc/tcz045,https://academic.oup.com/ccc/article/13/1/36/5631831,2020,"The Pleasure of Connectivity: Media, Motherhood, and the Digital Maternal Gaze",ScholarlyArticle,"Communication, Culture and Critique",2020-02-17,"Digital Media, Motherhood, Digital Culture, Maternal Pleasure, Digital Maternal Gaze, Blogging"
10.1093/ccc/tcz044,https://academic.oup.com/ccc/article/13/1/54/5753844,2020,Empathy and Its Alternatives: Deconstructing the Rhetoric of “Empathy” in Video Games,ScholarlyArticle,"Communication, Culture and Critique",2020-03-03,"Video Games, Cultural Discourse, Empathy, Queer Games, Politics of Affect, Appropriation"
10.1093/ccc/tcz042,https://academic.oup.com/ccc/article/13/1/72/5775342,2020,From “Mine” to “Ours”: Gendered Hierarchies of Authorship and the Limits of Taylor Swift’s Paratextual Feminism,ScholarlyArticle,"Communication, Culture and Critique",2020-03-03,"Taylor Swift, Feminism, Authorship, Music Industry, Paratexts, Post-Feminism, Pop Music"
10.1093/ccc/tcz037,https://academic.oup.com/ccc/article/13/1/92/5631921,2020,"“My zines, so far, aren't as political as other works I've produced”: Communicative Capitalism Among Queer Feminist Zinesters",ScholarlyArticle,"Communication, Culture and Critique",2019-12-20,"Cultural Studies, DIY, Feminist Media, LGBTQ, Representation, Whiteness, Zines"
10.1093/ccc/tcz055,https://academic.oup.com/ccc/article/13/1/111/5801067,2020,When “Formerly” Becomes Now: Populism and the Media,ScholarlyArticle,"Communication, Culture and Critique",2020-03-09,
10.1093/ccc/tcz050,https://academic.oup.com/ccc/article/13/1/117/5739588,2020,"Setting the Record Straight: Conservative Populism, Swampiness, and Journalistic Practice",ScholarlyArticle,"Communication, Culture and Critique",2020-03-09,"Media democracy, Journalistic practice, Digital media practice and theory, Political communication"
10.1093/ccc/tcz051,https://academic.oup.com/ccc/article/13/1/121/5739591,2020,Technocracy Meets Populism: The Dominant Technological Imaginary of Silicon Valley,ScholarlyArticle,"Communication, Culture and Critique",2020-03-09,
10.1093/ccc/tcz052,https://academic.oup.com/ccc/article/13/1/125/5812619,2020,Journalists’ Mnemonic Techniques and the Rise of Trumpism*,ScholarlyArticle,"Communication, Culture and Critique",2020-03-31,
10.1093/ccc/tcz053,https://academic.oup.com/ccc/article/13/1/130/5801068,2020,The Discursive Construction of Crisis: Hungary’s Spiral to Populism,ScholarlyArticle,"Communication, Culture and Critique",2020-03-09,
10.1093/ccc/tcz054,https://academic.oup.com/ccc/article/13/1/134/5812621,2020,Tactical Trolling: Understanding Journalist Trolling as a New Online Resistance in South Korea,ScholarlyArticle,"Communication, Culture and Critique",2020-03-31,
10.1093/ccc/tcz056,https://academic.oup.com/ccc/article/13/1/138/5812647,2020,Mass Media and Social Media Configuration Under Hugo Chavez Populist Discourse: Differences and Contrasts,ScholarlyArticle,"Communication, Culture and Critique",2020-03-27,
10.1093/ccc/tcz043,https://academic.oup.com/ccc/article/12/4/435/5678718,2019,Wicked Content,ScholarlyArticle,"Communication, Culture and Critique",2019-12-17,"Propaganda, Misinformation, Fake News, Social Media, Wicked Problem, Sensitizing Concept"
10.1093/ccc/tcz040,https://academic.oup.com/ccc/article/12/4/455/5643757,2019,"Neoliberalism, the Far Right, and the Disparaging of “Social Justice Warriors”",ScholarlyArticle,"Communication, Culture and Critique",2019-11-26,"Neoliberalism, Friedrich Hayek, Social Justice, Online Far Right, Media Culture, Intra-Left Antagonisms"
10.1093/ccc/tcz039,https://academic.oup.com/ccc/article/12/4/476/5628040,2019,Bugs: Rethinking the History of Computing,ScholarlyArticle,"Communication, Culture and Critique",2019-11-18,"Computer History, HIV/AIDS, Infrastructure, Networks, Viruses, History of Communication, Crisis"
10.1093/ccc/tcz025,https://academic.oup.com/ccc/article/12/4/499/5560017,2019,The Mutual Domestication of Users and Algorithmic Recommendations on Netflix,ScholarlyArticle,"Communication, Culture and Critique",2019-09-04,"Algorithms, Audiences, Culture, Domestication, Latin America, Netflix, Users"
10.1093/ccc/tcz027,https://academic.oup.com/ccc/article/12/4/519/5556080,2019,Blind Submission,ScholarlyArticle,"Communication, Culture and Critique",2019-08-29,"Muslims, Surveillance, Gender, Disability, Affect"
10.1093/ccc/tcz038,https://academic.oup.com/ccc/article/12/4/535/5643756,2019,The Selling of Virtual Reality: Novelty and Continuity in the Cultural Integration of Technology,ScholarlyArticle,"Communication, Culture and Critique",2019-11-26,"Virtual Reality, enculturation, social construction, diffusion, innovation, technological disruption"
10.1093/ccc/tcz028,https://academic.oup.com/ccc/article/12/4/553/5573578,2019,"“Trust Us, We’re You”: Aspirational Realness in the Digital Communication of Contemporary Fashion and Beauty Brands",ScholarlyArticle,"Communication, Culture and Critique",2019-11-13,"Digital Media, Fashion, Branding, Postfeminism, Glossier, Reformation"
10.1093/ccc/tcz026,https://academic.oup.com/ccc/article/12/4/570/5586916,2019,A Desirable Future: Uber as Image-Making in Winnipeg,ScholarlyArticle,"Communication, Culture and Critique",2019-10-14,"Ride-Hailing Apps, Taxi Driver, Uber, Innovation, Sociotechnical Imaginary, Public Sphere, City Branding, Class"
10.1093/ccc/tcz029,https://academic.oup.com/ccc/article/12/4/590/5560010,2019,Snapchat’s Dialectics of Socialization: Revisiting the Theory of the Spectacle for a Critical Political Economy of Social Media,ScholarlyArticle,"Communication, Culture and Critique",2019-09-04,"Snapchat, Spectacle, Social Media, Debord, Voloshinov, Autonomia, Socialization"
10.1093/ccc/tcz020,https://academic.oup.com/ccc/article/12/3/305/5498582,2019,When Postcolonial Studies Interrupts Media Studies†,ScholarlyArticle,"Communication, Culture and Critique",2019-05-25,"Postcolonial, Media, Modernity, History, Temporality, Electricity, Global South, Jugaad, Print Technology"
10.1093/ccc/tcz013,https://academic.oup.com/ccc/article/12/3/323/5476448,2019,“May the Force Be With You”: Narendra Modi and the Celebritization of Indian Politics,ScholarlyArticle,"Communication, Culture and Critique",2019-04-23,"Politics, Technology, Digital Public Sphere, Celebrity, India, South Asia, Narendra Modi, Political Public Relations, Branding"
10.1093/ccc/tcz021,https://academic.oup.com/ccc/article/12/3/340/5505443,2019,“The Mittens of Disapproval Are On”: John Oliver’s Last Week Tonight as Neoliberal Critique,ScholarlyArticle,"Communication, Culture and Critique",2019-05-29,"John Oliver, Last Week Tonight, Neoliberalism, Television, Culture, Globalization, Media, Journalism"
10.1093/ccc/tcz008,https://academic.oup.com/ccc/article/12/3/359/5420193,2019,An Organized Work Force is Part of Growing Up: Gawker and the Case for Unionizing Digital Newsrooms,ScholarlyArticle,"Communication, Culture and Critique",2019-03-26,"Labor Unions, Digital News, Creative Workers, Precarity, Political Economy of Media"
10.1093/ccc/tcz016,https://academic.oup.com/ccc/article/12/3/378/5476015,2019,"Hollywood in the Hinterland: Newspapers, Itinerant Films and Community Identity in the 1920s",ScholarlyArticle,"Communication, Culture and Critique",2019-04-22,"Media History, Community, Newspapers, Itinerant Film, Cinema, Popular Culture, Mass Culture"
10.1093/ccc/tcz024,https://academic.oup.com/ccc/article/12/3/397/5553665,2019,Piss(ed): The Biopolitics of the Bathroom,ScholarlyArticle,"Communication, Culture and Critique",2019-05-03,"Cassils, transgender, bathroom bills, biopolitics, necropolitics, disidentification, terror"
10.1093/ccc/tcz031,https://academic.oup.com/ccc/article/12/3/416/5573583,2019,The Rise of Transgender and Gender Diverse Representation in the Media: Impacts on the Population,ScholarlyArticle,"Communication, Culture and Critique",2019-10-02,"TGD, Media Representation, Grounded Theory, Transnormativity, Identity, Role Modeling"
10.1093/ccc/tcz022,https://academic.oup.com/ccc/article/12/3/434/5485091,2019,"Corrigendum to “A Shoppable Life: Performance, Selfhood, and Influence in the Social Media Storefront”",ScholarlyArticle,"Communication, Culture and Critique",2019-05-03,
10.1093/ccc/tcz023,https://academic.oup.com/ccc/article/12/2/167/5524243,2019,Value Added: Reconsidering Women-Centered Media and Viewership: Guest Editor’s Introduction,ScholarlyArticle,"Communication, Culture and Critique",2019-06-27,"Gender, women spectators, audiences, critical cultural studies, media and gender"
10.1093/ccc/tcz006,https://academic.oup.com/ccc/article/12/2/173/5420188,2019,The Recappables: Exploring a Feminist Approach to Criticism,ScholarlyArticle,"Communication, Culture and Critique",2019-03-26,"Television Studies, Media Industry Studies, Television Criticism, Feminist Media Studies, Quality Television, Intersectional Feminism, Journalists, Women-Targeted Media"
10.1093/ccc/tcz014,https://academic.oup.com/ccc/article/12/2/194/5448909,2019,Too Close for Comfort: Direct Address and the Affective Pull of the Confessional Comic Woman in Chewing Gum and Fleabag,ScholarlyArticle,"Communication, Culture and Critique",2019-04-12,"Direct Address, Comedy, Gender, Television, Affect, Precarity"
10.1093/ccc/tcz017,https://academic.oup.com/ccc/article/12/2/213/5486430,2019,The Mainstream Cult of Fifty Shades of Grey: Hailing Multiple Women Audiences,ScholarlyArticle,"Communication, Culture and Critique",2019-05-07,"Fifty Shades of Grey (FSOG), cult, fandom, American Psycho, The Fall, women, feminine media"
10.1093/ccc/tcz018,https://academic.oup.com/ccc/article/12/2/230/5498581,2019,The Pleasure Principle of Magic Mike XXL: Sonic Visibility Toward Female Audiences,ScholarlyArticle,"Communication, Culture and Critique",2019-05-25,"Magic Mike XXL (MMXXL), Resonance, Representation, Identity, Pleasure"
10.1093/ccc/tcz019,https://academic.oup.com/ccc/article/12/2/247/5490482,2019,"Introducing the First Black Bachelorette: Race, Diversity, and Courting Without Commitment",ScholarlyArticle,"Communication, Culture and Critique",2019-05-16,"Race, Gender, Representation, Reality Television, Dating, Romance, The Bachelorette"
10.1093/ccc/tcz015,https://academic.oup.com/ccc/article/12/2/268/5448910,2019,“Not for Lazy Moms”: The Real Housewives of Potomac’s Monique Samuels and the Branding of Black Motherhood,ScholarlyArticle,"Communication, Culture and Critique",2019-04-12,"Bravo, Celebrity, Motherhood, The New Momism, Essential Oils, Brand"
10.1093/ccc/tcz007,https://academic.oup.com/ccc/article/12/2/287/5423765,2019,One Tough Cookie: Exploring Black Women’s Responses to Empire’s Cookie Lyon,ScholarlyArticle,"Communication, Culture and Critique",2019-03-30,"Audiences, Television, Race, FOX, Feminist Media Studies, Reception Studies"
10.1093/ccc/tcz005,https://academic.oup.com/ccc/article/12/1/1/5365565,2019,“This is Not Who We Are:” Progressive Media and Post-Race in the New Era of Overt Racism,ScholarlyArticle,"Communication, Culture and Critique",2019-02-26,"Post-Race, Overt Racism, News Media, Populism, Post-Truth"
10.1093/ccc/tcz004,https://academic.oup.com/ccc/article/12/1/18/5365566,2019,"A Shoppable Life: Performance, Selfhood, and Influence in the Social Media Storefront",ScholarlyArticle,"Communication, Culture and Critique",2019-02-26,"Social Media, Influencers, Consumer Culture, Shoppable Media, Instagram, Fashion, Lifestyle, Digital Labor"
10.1093/ccc/tcz010,https://academic.oup.com/ccc/article/12/1/36/5403212,2019,Reputation Anxiety: Consumer Background Checks and the Cultivation of Risk,ScholarlyArticle,"Communication, Culture and Critique",2019-03-20,"Risk Society, Neoliberalism, Online Reputation, Consumer Background Checks, Reputation Anxiety"
10.1093/ccc/tcz011,https://academic.oup.com/ccc/article/12/1/53/5403267,2019,A City by the Sea: Uncovering Beirut's Media Waste,ScholarlyArticle,"Communication, Culture and Critique",2019-03-20,"Media Waste, Environment, Infrastructure, Lebanon, You Stink"
10.1093/ccc/tcz002,https://academic.oup.com/ccc/article/12/1/72/5364024,2019,Dadvertising: Representations of Fatherhood in Procter &amp; Gamble’s Tide Commercials,ScholarlyArticle,"Communication, Culture and Critique",2019-02-23,"Branding, Masculinity, Commodity Activism, Commodity Feminism, Gender, Advertising, Domestic Labor"
10.1093/ccc/tcz001,https://academic.oup.com/ccc/article/12/1/90/5382081,2019,Oppositional Designs: Examining How Racial Identity Informs the Critical Design of Art and Space,ScholarlyArticle,"Communication, Culture and Critique",2019-03-16,"Oppositional Media, Design, Art, Critical Race Studies, Cultural Studies"
10.1093/ccc/tcz003,https://academic.oup.com/ccc/article/12/1/110/5374579,2019,Friend or Foe: Cultural Fusion Theory and Media Coverage of Syrian Refugees in Turkey,ScholarlyArticle,"Communication, Culture and Critique",2019-03-11,"Cultural Fusion Theory, Cultural Adaptation, Syrian Refugees, Turkey, Media Representations"
10.1093/ccc/tcz012,https://academic.oup.com/ccc/article/12/1/128/5420194,2019,"“Targeting Billennials”: Billenials, Linguistic Flexibility, and the New Language Politics of Univision",ScholarlyArticle,"Communication, Culture and Critique",2019-03-26,"Spanish Language Television, Millennials, Billennials, Linguistic Flexibility, Univision, Reality Television"
10.1093/ccc/tcz009,https://academic.oup.com/ccc/article/12/1/147/5382139,2019,The Populism of Online Communities: Constructing the Boundary Between “Blameless” People and “Culpable” Others,ScholarlyArticle,"Communication, Culture and Critique",2019-03-16,"Political Communication, Populism, Social Network Sites (SNSs), Social Identity Theory, Disinhibition, Online Communities, Grounded Theory Approach"
10.1093/ccc/tcy023,https://academic.oup.com/ccc/article/11/4/513/5112960,2018,Moral Orders in Contribution Cultures,ScholarlyArticle,"Communication, Culture and Critique",2018-10-01,"Contribution Culture, Digital Culture, Open Knowledge, New Spirit of Capitalism, Repair Culture"
10.1093/ccc/tcy024,https://academic.oup.com/ccc/article/11/4/530/5112964,2018,50 Shades of Film Censorship: Gender Bias From the Hays Code to MPAA Ratings,ScholarlyArticle,"Communication, Culture and Critique",2018-10-01,"MPAA, CARA, Film Ratings, Gender, Hegemony, Male Gaze"
10.1093/ccc/tcy026,https://academic.oup.com/ccc/article/11/4/548/5112963,2018,Transnational Identities and Feeling in Fandom: Place and Embodiment in K-pop Fan Reaction Videos,ScholarlyArticle,"Communication, Culture and Critique",2018-10-01,"Transnationalism, Korean Popular Music (K-pop), YouTube, Reaction Videos, Place, Embodiment, New Media"
10.1093/ccc/tcy027,https://academic.oup.com/ccc/article/11/4/566/5145020,2018,The Tech Lobby: Tracing the Contours of New Media Elite Lobbying Power,ScholarlyArticle,"Communication, Culture and Critique",2018-10-26,"Political Economy, Tech Sector, Media Elites, Discursive Capture, Privacy, Surveillance, Public Interest"
10.1093/ccc/tcy029,https://academic.oup.com/ccc/article/11/4/586/5181562,2018,"Temporally Inexpensive, Affectively Expensive: Digitally-Mediated Maternal Interpersonal Ties in the Perinatal Months",ScholarlyArticle,"Communication, Culture and Critique",2018-11-14,"Motherhood, Well-Being, Perinatal, Mental Health, Digital, Relationships"
10.1093/ccc/tcy030,https://academic.oup.com/ccc/article/11/4/604/5173744,2018,Rhetoric of Online Disability Activism: #CripTheVote and Civic Participation,ScholarlyArticle,"Communication, Culture and Critique",2018-11-12,"Social Movement, Disability Activism, Hashtag Activism, Disability Rhetoric"
10.1093/ccc/tcy031,https://academic.oup.com/ccc/article/11/4/622/5219182,2018,Re-visiting ‘Solidarność’: Propaganda of Protest and Campaigning of the Social Movement,ScholarlyArticle,"Communication, Culture and Critique",2018-11-30,"Social Movement, Campaigning, Propaganda, Protest, Foucault"
10.1093/ccc/tcy032,https://academic.oup.com/ccc/article/11/4/642/5222592,2018,“I Think of Him as an Ancestor”: Tupac Shakur Fans and the Intimacy of Pop Cultural Heritage,ScholarlyArticle,"Communication, Culture and Critique",2018-11-30,"Tupac Shakur, Intimate Publics, Hip-Hop, Race, Audience Studies"
10.1093/ccc/tcy028,https://academic.oup.com/ccc/article/11/4/659/5126798,2018,Erratum: “Why Faculty Shouldn’t F**k Their Students”,ScholarlyArticle,"Communication, Culture and Critique",2018-10-11,
10.1093/ccc/tcy011,https://academic.oup.com/ccc/article/11/3/341/5035433,2018,Reading the Black Woman’s Body Via Instagram Fame,ScholarlyArticle,"Communication, Culture and Critique",2018-06-11,"Black Women, Bodies as Communicative, Feminist Perspectives, Intersectionality, Instagram"
10.1093/ccc/tcy012,https://academic.oup.com/ccc/article/11/3/359/5060324,2018,The Spectacularization and Serialization of Whiteness: Theorizing 50+ Years of O.J. Simpson’s Contentious Notoriety,ScholarlyArticle,"Communication, Culture and Critique",2018-07-27,"O.J. Simpson, Whiteness, Blackness, Spectacle, Serialization, Sport, Domestic Violence"
10.1093/ccc/tcy013,https://academic.oup.com/ccc/article/11/3/378/5060328,2018,Racialized Surveillance: Activist Media and the Policing of Black Bodies,ScholarlyArticle,"Communication, Culture and Critique",2018-07-27,"Surveillance Studies, Protest, Social Movements, Social Media, Video Activism"
10.1093/ccc/tcy014,https://academic.oup.com/ccc/article/11/3/399/5060326,2018,From the Girl to the World: Good Girls as Political Endorsers and Agents of Change,ScholarlyArticle,"Communication, Culture and Critique",2018-07-27,"Good Girls, Media, Politics, Jackie Evancho, Malala Yousafzai, Neoliberalism, Postfeminism, Education"
10.1093/ccc/tcy015,https://academic.oup.com/ccc/article/11/3/418/5060327,2018,Legitimating Media: Shakespeare’s Awkward Travels Through Video Games and Twitter,ScholarlyArticle,"Communication, Culture and Critique",2018-07-27,"Shakespeare, Twitter, Video Games, Authorship, New Media, Legitimation"
10.1093/ccc/tcy009,https://academic.oup.com/ccc/article/11/3/436/5036932,2018,"Liminally White: Jews, Mormons, and Whiteness",ScholarlyArticle,"Communication, Culture and Critique",2018-06-13,"Jewish Identity, Mormon Identity, Liminal Whiteness, Simulacra, Imbrication, Paralipsis"
10.1093/ccc/tcy010,https://academic.oup.com/ccc/article/11/3/455/5035432,2018,Grounding Peer Production in Practice: Editorial Routines and Everyday Engagement in the “Free Encyclopedia Anyone Can Edit”,ScholarlyArticle,"Communication, Culture and Critique",2018-06-11,"Peer Production, Internet-based Collaboration, Media Practices, Digital Ethnography, Wikipedia"
10.1093/ccc/tcy016,https://academic.oup.com/ccc/article/11/3/475/5062539,2018,#ThisEndsHere: Confronting Sexual Assault and Harassment in Our Campus Communities,ScholarlyArticle,"Communication, Culture and Critique",2018-07-31,"Campus sexual assault, Sexual harassment, Hostile climates, Higher education, Academia, Activism"
10.1093/ccc/tcy019,https://academic.oup.com/ccc/article/11/3/479/5085425,2018,“Why Faculty Shouldn’t F**k Their Students”,ScholarlyArticle,"Communication, Culture and Critique",2018-08-18,"Faculty-student Relationships, Sexual Harassment, Sexual Violence"
10.1093/ccc/tcy017,https://academic.oup.com/ccc/article/11/3/484/5062540,2018,Sexual Harassment in Media Education,ScholarlyArticle,"Communication, Culture and Critique",2018-07-31,
10.1093/ccc/tcy025,https://academic.oup.com/ccc/article/11/3/489/5086508,2018,When an Indian Whisper Network Went Digital,ScholarlyArticle,"Communication, Culture and Critique",2018-08-29,"Whisper Networks, Caste, LoSHA, Indian Academe, Sexual Harrassment, Feminist Debates"
10.1093/ccc/tcy020,https://academic.oup.com/ccc/article/11/3/494/5076404,2018,Caste and the LoSHA Discourse,ScholarlyArticle,"Communication, Culture and Critique",2018-08-20,"Caste, Gender, LoSHA, Brahminism"
10.1093/ccc/tcy021,https://academic.oup.com/ccc/article/11/3/498/5085181,2018,“Calling Out” Campus Sexual Violence: Student Activist Labors of Confrontation and Care,ScholarlyArticle,"Communication, Culture and Critique",2018-08-28,"Student Activism, Sexual Violence, Call Out Culture, #LoSHA, Care"
10.1093/ccc/tcy022,https://academic.oup.com/ccc/article/11/3/503/5085180,2018,#MeToo and Student Activism against Sexual Violence,ScholarlyArticle,"Communication, Culture and Critique",2018-08-28,"Student Activism, Sexual Violence, Media Activism, Open Letters, Anonymous Reporting"
10.1093/ccc/tcy018,https://academic.oup.com/ccc/article/11/3/508/5076403,2018,#ThisEndsHere: Ending Sexual Harassment and Assault at Penn State,ScholarlyArticle,"Communication, Culture and Critique",2018-08-20,"Activism Media, Sexual Violence, Higher Education, #MeToo, Feminist Perspectives, Gender Violence and Media, Intersectionality, Campus Race Culture"
10.1093/ccc/tcy001,https://academic.oup.com/ccc/article/11/2/213/4956844,2018,Domestic Workers and the Affective Dimensions of Communicative Empowerment,ScholarlyArticle,"Communication, Culture and Critique",2018-03-30,"Domestic Workers, China, Affect, Social Media, NGOs"
10.1093/ccc/tcx020,https://academic.oup.com/ccc/article/11/2/231/4956843,2018,Discursive Legitimation in the Cultures of Internet Policymaking,ScholarlyArticle,"Communication, Culture and Critique",2018-03-30,"Discourse, Internet Policy, Participation, Regulation, Canada"
10.1093/ccc/tcy007,https://academic.oup.com/ccc/article/11/2/247/4996086,2018,Black(er)face and Post-Racialism: Employing Racial Difference and “Progressive” Primitivism Online,ScholarlyArticle,"Communication, Culture and Critique",2018-05-15,"Blackface, Popular Culture, Post-Racialism, Online Media"
10.1093/ccc/tcy008,https://academic.oup.com/ccc/article/11/2/265/4996089,2018,"“Welcome to the Mommy Wars, Ladies”: Making Sense of the Ideology of Combative Mothering in Mommy Blogs",ScholarlyArticle,"Communication, Culture and Critique",2018-05-15,"Combative Mothering, Ideology, Mommy Blogs, Mommy Wars, Motherhood"
10.1093/ccc/tcy005,https://academic.oup.com/ccc/article/11/2/282/4956847,2018,The Queer Business of Casting Gay Characters on U.S. Television,ScholarlyArticle,"Communication, Culture and Critique",2018-03-30,"Queer Media Studies, Casting, Cultural Production, Gay Representation, Queer Labor, Queer Identity, Queer Production Studies"
10.1093/ccc/tcy004,https://academic.oup.com/ccc/article/11/2/298/4956846,2018,Liberating or Disciplining? A Technofeminist Analysis of the use of Dating Apps Among Women in Urban China,ScholarlyArticle,"Communication, Culture and Critique",2018-03-30,"China, Dating Apps, Feminist Technology, Interpretive Flexibility, Technofeminism, Women"
10.1093/ccc/tcy006,https://academic.oup.com/ccc/article/11/2/315/4969949,2018,Musée du Quai Branly: The Heart of Darkness in la Cité de la Lumière,ScholarlyArticle,"Communication, Culture and Critique",2018-04-13,"Cultural Memory, Rhetoric of Materiality, Colonial Gaze, Cultural Other, Representation"
